league,season,team,player,nation,pos,age,born,90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err
FRA-Ligue 1,2425,Rennes,Ayanda Sishuba,BEL,FW,20-111,2005,0.0,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0
FRA-Ligue 1,2425,Rennes,Azor Matusiwa,NED,MF,27-026,1998,23.1,64,39,32,30,2,32,43,74.4,11,29,10,19,34,98,52,0
FRA-Ligue 1,2425,Rennes,Baptiste Santamaria,FRA,MF,30-076,1995,5.4,11,4,7,3,1,6,11,54.5,5,10,4,6,12,23,7,0
FRA-Ligue 1,2425,Rennes,Benjamin Bourigeaud,FRA,MF,31-130,1994,0.9,1,0,0,1,0,0,2,0.0,2,2,1,1,2,3,1,0
FRA-Ligue 1,2425,Rennes,Brice Samba,FRA,GK,31-029,1994,17.0,2,1,2,0,0,1,2,50.0,1,0,0,0,0,2,12,3
FRA-Ligue 1,2425,Rennes,Carlos Gómez,COL,"MF,DF",22-254,2002,4.2,8,6,3,4,1,3,9,33.3,6,6,0,6,2,10,2,0
FRA-Ligue 1,2425,Rennes,Christopher Wooh,CMR,DF,23-248,2001,16.2,36,19,21,13,2,18,27,66.7,9,22,8,14,23,59,63,0
FRA-Ligue 1,2425,Rennes,Djaoui Cissé,FRA,MF,21-113,2004,12.5,33,18,12,15,6,16,26,61.5,10,29,4,25,13,46,11,1
FRA-Ligue 1,2425,Rennes,Gauthier Gallon,FRA,GK,32-031,1993,0.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
FRA-Ligue 1,2425,Rennes,Glen Kamara,FIN,MF,29-208,1995,7.4,23,11,10,11,2,11,17,64.7,6,7,0,7,7,30,7,0
FRA-Ligue 1,2425,Rennes,Hans Hateboer,NED,DF,31-135,1994,18.7,31,16,14,12,5,18,36,50.0,18,19,6,13,29,60,64,2
FRA-Ligue 1,2425,Rennes,Henrik Meister,DEN,FW,21-188,2003,0.7,2,0,0,2,0,0,0,,0,4,0,4,1,3,0,0
FRA-Ligue 1,2425,Rennes,Ismaël Koné,CAN,MF,22-352,2002,5.2,9,6,4,4,1,5,7,71.4,2,9,2,7,4,13,5,0
FRA-Ligue 1,2425,Rennes,Jordan James,WAL,MF,20-326,2004,13.1,30,19,8,18,4,16,30,53.3,14,14,1,13,14,44,17,1
FRA-Ligue 1,2425,Rennes,Jota,POR,"FW,MF",26-055,1999,3.7,5,2,2,3,0,4,7,57.1,3,1,0,1,3,8,2,0
FRA-Ligue 1,2425,Rennes,Jérémy Jacquet,FRA,DF,19-315,2005,10.3,26,17,11,8,7,14,22,63.6,8,9,3,6,27,53,45,1
FRA-Ligue 1,2425,Rennes,Kazeem Olaigbe,BEL,"MF,FW",22-142,2003,3.3,6,4,3,3,0,3,6,50.0,3,3,1,2,0,6,0,0
FRA-Ligue 1,2425,Rennes,Kyogo Furuhashi,JPN,FW,30-124,1995,1.4,2,2,1,1,0,1,1,100.0,0,0,0,0,0,2,0,0
FRA-Ligue 1,2425,Rennes,Leo Skiri Østigård,NOR,DF,25-177,1999,13.6,20,18,16,4,0,15,22,68.2,7,12,10,2,15,35,81,1
FRA-Ligue 1,2425,Rennes,Lilian Brassier,FRA,DF,25-203,1999,13.7,15,12,11,4,0,9,11,81.8,2,17,10,7,22,37,62,1
FRA-Ligue 1,2425,Rennes,Lorenz Assignon,TOG,"DF,MF",24-336,2000,26.2,49,27,25,22,2,19,43,44.2,24,20,3,17,25,74,74,0
FRA-Ligue 1,2425,Rennes,Ludovic Blas,FRA,"MF,FW",27-144,1997,25.5,38,25,9,12,17,23,42,54.8,19,16,2,14,13,51,11,0
FRA-Ligue 1,2425,Rennes,Mahamadou Nagida,CMR,DF,19-330,2005,4.8,8,6,4,3,1,4,5,80.0,1,3,0,3,9,17,6,0
FRA-Ligue 1,2425,Rennes,Mikayil Ngor Faye,SEN,DF,20-314,2004,7.6,15,12,10,3,2,7,9,77.8,2,9,4,5,12,27,30,0
FRA-Ligue 1,2425,Rennes,Mohamed Meité,FRA,FW,17-225,2007,6.0,2,0,0,2,0,1,1,100.0,0,1,0,1,0,2,5,0
FRA-Ligue 1,2425,Rennes,Musa Al-Taamari,JOR,"FW,MF",27-348,1997,6.3,4,1,1,1,2,0,4,0.0,4,5,0,5,2,6,2,0
FRA-Ligue 1,2425,Rennes,Naouirou Ahamada,FRA,"MF,FW",23-056,2002,0.6,0,0,0,0,0,0,0,,0,0,0,0,2,2,2,0
FRA-Ligue 1,2425,Rennes,Seko Fofana,CIV,MF,30-017,1995,9.4,11,7,4,6,1,2,7,28.6,5,7,1,6,7,18,7,0
FRA-Ligue 1,2425,Rennes,Steve Mandanda,FRA,GK,40-057,1985,16.5,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,6,2
FRA-Ligue 1,2425,Saint-Étienne,Aimen Moueffek,FRA,MF,24-045,2001,11.5,20,12,3,11,6,10,23,43.5,13,20,7,13,5,25,26,1
FRA-Ligue 1,2425,Saint-Étienne,Anthony Briançon,FRA,DF,30-177,1994,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
FRA-Ligue 1,2425,Saint-Étienne,Augustine Boakye,GHA,"FW,MF",24-202,2000,8.1,7,3,3,4,0,3,11,27.3,8,5,0,5,6,13,4,0
FRA-Ligue 1,2425,Saint-Étienne,Ayman Aiki,FRA,"FW,MF",19-333,2005,1.4,3,3,1,2,0,1,1,100.0,0,1,0,1,1,4,0,0
FRA-Ligue 1,2425,Saint-Étienne,Ben Old,NZL,"FW,MF",22-284,2002,5.9,7,5,3,3,1,3,11,27.3,8,8,1,7,2,9,2,0
FRA-Ligue 1,2425,Saint-Étienne,Benjamin Bouchouari,MAR,MF,23-192,2001,19.7,33,27,15,13,5,16,46,34.8,30,21,1,20,17,50,15,2
FRA-Ligue 1,2425,Saint-Étienne,Beres Owusu,FRA,DF,21-247,2003,1.0,2,2,1,1,0,2,2,100.0,0,2,2,0,0,2,5,0
FRA-Ligue 1,2425,Saint-Étienne,Dennis Appiah,FRA,DF,32-349,1992,23.6,71,43,42,22,7,41,71,57.7,30,36,8,28,29,100,89,2
FRA-Ligue 1,2425,Saint-Étienne,Djylian N'Guessan,FRA,FW,16-267,2008,2.0,6,4,5,1,0,2,5,40.0,3,1,0,1,0,6,1,0
FRA-Ligue 1,2425,Saint-Étienne,Dylan Batubinsika,COD,DF,29-098,1996,22.4,26,13,19,6,1,13,22,59.1,9,23,14,9,39,65,140,3
FRA-Ligue 1,2425,Saint-Étienne,Florian Tardieu,FRA,MF,33-032,1992,13.9,18,14,6,9,3,6,17,35.3,11,18,5,13,15,33,21,0
FRA-Ligue 1,2425,Saint-Étienne,Gautier Larsonneur,FRA,GK,28-090,1997,34.0,1,0,1,0,0,0,2,0.0,2,1,0,1,0,1,25,1
FRA-Ligue 1,2425,Saint-Étienne,Ibrahim Sissoko,MLI,FW,29-178,1995,9.1,11,9,5,3,3,2,5,40.0,3,10,2,8,2,13,13,0
FRA-Ligue 1,2425,Saint-Étienne,Ibrahima Wadji,SEN,"FW,MF",30-019,1995,3.9,7,6,3,3,1,3,7,42.9,4,1,0,1,1,8,0,0
FRA-Ligue 1,2425,Saint-Étienne,Igor Miladinović,SRB,"FW,MF",21-350,2003,0.3,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0
FRA-Ligue 1,2425,Saint-Étienne,Irvin Cardona,FRA,FW,27-289,1997,11.8,6,5,3,3,0,2,14,14.3,12,16,3,13,4,10,6,2
FRA-Ligue 1,2425,Saint-Étienne,Jibril Othman,TUN,FW,21-028,2004,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
FRA-Ligue 1,2425,Saint-Étienne,Kévin Pedro,FRA,DF,19-092,2006,0.1,3,0,2,1,0,3,3,100.0,0,1,0,1,2,5,1,0
FRA-Ligue 1,2425,Saint-Étienne,Lamine Fomba,FRA,MF,27-118,1998,2.4,8,6,2,5,1,2,7,28.6,5,7,1,6,4,12,5,1
FRA-Ligue 1,2425,Saint-Étienne,Louis Mouton,FRA,MF,22-355,2002,11.6,49,25,14,25,10,22,37,59.5,15,17,3,14,10,59,19,0
FRA-Ligue 1,2425,Saint-Étienne,Lucas Stassin,BEL,FW,20-177,2004,21.0,16,11,3,5,8,6,20,30.0,14,10,0,10,3,19,8,0
FRA-Ligue 1,2425,Saint-Étienne,Léo Pétrot,FRA,DF,28-039,1997,29.3,62,39,38,19,5,34,51,66.7,17,50,27,23,42,104,103,1
FRA-Ligue 1,2425,Saint-Étienne,Marwann Nzuzi,FRA,DF,21-008,2004,1.4,2,2,1,0,1,1,2,50.0,1,0,0,0,2,4,6,0
FRA-Ligue 1,2425,Saint-Étienne,Mathieu Cafaro,FRA,"MF,FW",28-060,1997,8.1,10,7,4,4,2,4,15,26.7,11,7,1,6,7,17,3,0
FRA-Ligue 1,2425,Saint-Étienne,Mathis Amougou,FRA,MF,19-126,2006,9.5,21,15,15,5,1,10,19,52.6,9,10,0,10,12,33,4,0
FRA-Ligue 1,2425,Saint-Étienne,Maxime Bernauer,FRA,DF,26-327,1998,8.5,9,9,5,2,2,5,8,62.5,3,7,3,4,5,14,44,1
FRA-Ligue 1,2425,Saint-Étienne,Mickael Nade,FRA,DF,26-081,1999,25.6,59,43,40,19,0,28,36,77.8,8,37,19,18,33,92,132,8
FRA-Ligue 1,2425,Saint-Étienne,Pierre Cornud,FRA,DF,28-163,1996,6.4,12,10,6,4,2,8,17,47.1,9,9,4,5,9,21,28,1
FRA-Ligue 1,2425,Saint-Étienne,Pierre Ekwah Elimby,FRA,MF,23-129,2002,28.6,54,33,18,30,6,34,56,60.7,22,26,12,14,47,101,72,1
FRA-Ligue 1,2425,Saint-Étienne,Yunis Abdelhamid,MAR,DF,37-238,1987,11.5,17,11,15,2,0,10,16,62.5,6,26,18,8,14,31,57,1
FRA-Ligue 1,2425,Saint-Étienne,Yvann Macon,FRA,DF,26-235,1998,8.8,19,11,9,7,3,10,21,47.6,11,14,4,10,2,21,10,1
FRA-Ligue 1,2425,Saint-Étienne,Zuriko Davitashvili,GEO,"FW,MF",24-098,2001,30.9,22,14,9,7,6,15,49,30.6,34,20,0,20,14,36,14,0
FRA-Ligue 1,2425,Strasbourg,Abakar Sylla,CIV,DF,22-150,2002,10.6,27,15,14,11,2,15,17,88.2,2,18,10,8,11,38,63,0
FRA-Ligue 1,2425,Strasbourg,Andrew Omobamidele,IRL,DF,22-335,2002,6.0,7,4,4,3,0,2,5,40.0,3,12,8,4,8,15,41,0
FRA-Ligue 1,2425,Strasbourg,Andrey Santos,BRA,MF,21-021,2004,31.7,110,74,47,51,12,51,87,58.6,36,46,14,32,32,142,67,1
FRA-Ligue 1,2425,Strasbourg,Caleb Wiley,USA,"DF,MF",20-153,2004,3.0,1,0,0,1,0,0,1,0.0,1,3,1,2,4,5,5,0
FRA-Ligue 1,2425,Strasbourg,Diego Moreira,POR,"DF,MF",20-291,2004,28.5,44,28,17,19,8,24,50,48.0,26,23,4,19,35,79,65,0
FRA-Ligue 1,2425,Strasbourg,Dilane Bakwa,FRA,"MF,DF",22-271,2002,27.7,26,14,11,8,7,12,24,50.0,12,21,1,20,15,41,27,0
FRA-Ligue 1,2425,Strasbourg,Eduard Sobol,UKR,DF,30-034,1995,1.1,0,0,0,0,0,0,2,0.0,2,2,1,1,2,2,14,0
FRA-Ligue 1,2425,Strasbourg,Emanuel Emegha,NED,FW,22-110,2003,25.5,6,6,1,2,3,2,6,33.3,4,18,5,13,1,7,30,0
FRA-Ligue 1,2425,Strasbourg,Félix Lemaréchal,FRA,"MF,FW",21-290,2003,19.8,35,24,13,17,5,14,29,48.3,15,35,4,31,14,49,19,0
FRA-Ligue 1,2425,Strasbourg,Guela Doué,CIV,DF,22-219,2002,30.2,65,45,40,15,10,37,54,68.5,17,38,6,32,34,99,154,1
FRA-Ligue 1,2425,Strasbourg,Guimissongui Ouattara,FRA,"DF,FW",19-214,2005,5.2,6,4,3,1,2,3,5,60.0,2,10,0,10,9,15,12,2
FRA-Ligue 1,2425,Strasbourg,Habib Diarra,SEN,"MF,FW",21-141,2004,26.1,22,13,6,13,3,8,20,40.0,12,22,6,16,13,35,46,3
FRA-Ligue 1,2425,Strasbourg,Ismaël Doukouré,FRA,"DF,MF",21-304,2003,29.3,40,22,19,18,3,17,25,68.0,8,31,14,17,25,65,102,3
FRA-Ligue 1,2425,Strasbourg,Junior Mwanga,FRA,MF,22-013,2003,3.3,17,9,9,7,1,5,9,55.6,4,2,0,2,2,19,2,0
FRA-Ligue 1,2425,Strasbourg,Jérémy Sebas,MTQ,"FW,MF",22-040,2003,2.1,3,2,1,1,1,2,3,66.7,1,2,0,2,0,3,4,0
FRA-Ligue 1,2425,Strasbourg,Karl-Johan Johnsson,SWE,GK,35-116,1990,3.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,3,0
FRA-Ligue 1,2425,Strasbourg,Karol Fila,POL,MF,26-345,1998,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
FRA-Ligue 1,2425,Strasbourg,Mamadou Sarr,FRA,DF,19-268,2005,26.3,37,21,24,11,2,16,24,66.7,8,26,20,6,25,62,117,3
FRA-Ligue 1,2425,Strasbourg,Marvin Senaya,TOG,DF,24-116,2001,2.5,8,3,5,2,1,6,12,50.0,6,6,2,4,7,15,12,0
FRA-Ligue 1,2425,Strasbourg,Milos Lukovic,SRB,"FW,MF",19-187,2005,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
FRA-Ligue 1,2425,Strasbourg,Nordine Kandil,FRA,MF,23-205,2001,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
FRA-Ligue 1,2425,Strasbourg,Pape Daouda Diongue,SEN,"MF,FW",,,0.9,2,0,1,1,0,1,2,50.0,1,0,0,0,3,5,2,0
FRA-Ligue 1,2425,Strasbourg,Saidou Sow,GUI,DF,22-324,2002,11.3,9,5,6,3,0,6,12,50.0,6,15,9,6,15,24,37,2
FRA-Ligue 1,2425,Strasbourg,Samuel Amo-Ameyaw,ENG,"DF,MF",18-310,2006,3.6,5,3,3,2,0,2,9,22.2,7,3,0,3,3,8,2,0
FRA-Ligue 1,2425,Strasbourg,Sebastian Nanasi,SWE,"MF,FW",23-008,2002,23.4,20,13,6,12,2,8,22,36.4,14,24,3,21,7,27,18,0
FRA-Ligue 1,2425,Strasbourg,Sekou Mara,FRA,"FW,MF",22-298,2002,8.5,9,6,0,5,4,3,9,33.3,6,11,0,11,3,12,3,0
FRA-Ligue 1,2425,Strasbourg,Thomas Delaine,FRA,DF,33-061,1992,0.1,1,1,1,0,0,1,1,100.0,0,0,0,0,1,2,1,0
FRA-Ligue 1,2425,Strasbourg,Valentín Barco,ARG,"MF,DF",20-305,2004,12.9,36,22,24,10,2,22,30,73.3,8,8,3,5,13,49,28,1
FRA-Ligue 1,2425,Strasbourg,Óscar Perea,COL,"MF,DF",19-239,2005,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
FRA-Ligue 1,2425,Strasbourg,Đorđe Petrović,SRB,GK,25-228,1999,31.0,1,1,1,0,0,0,0,,0,0,0,0,0,1,24,1
FRA-Ligue 1,2425,Toulouse,Aron Dønnum,NOR,"DF,MF",27-034,1998,29.9,56,35,25,24,7,31,55,56.4,24,29,4,25,28,84,37,1
FRA-Ligue 1,2425,Toulouse,Charlie Cresswell,ENG,DF,22-280,2002,28.8,35,23,19,15,1,28,46,60.9,18,44,28,16,28,63,191,3
FRA-Ligue 1,2425,Toulouse,Cristian Cásseres Jr.,VEN,MF,25-124,2000,30.0,96,61,41,43,12,46,88,52.3,42,35,9,26,42,138,36,1
FRA-Ligue 1,2425,Toulouse,Denis Genreau,AUS,MF,26-003,1999,2.5,7,5,4,1,2,4,8,50.0,4,3,0,3,3,10,4,0
FRA-Ligue 1,2425,Toulouse,Djibril Sidibé,FRA,DF,32-299,1992,23.3,65,36,34,22,9,31,50,62.0,19,11,3,8,20,85,64,1
FRA-Ligue 1,2425,Toulouse,Edhy Zuliani,ITA,DF,20-286,2004,0.1,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0
FRA-Ligue 1,2425,Toulouse,Frank Magri,CMR,"FW,MF",25-262,1999,16.8,8,2,1,6,1,3,8,37.5,5,16,2,14,4,12,11,0
FRA-Ligue 1,2425,Toulouse,Gabriel Suazo,CHI,DF,27-288,1997,24.0,59,39,25,22,12,30,72,41.7,42,27,3,24,36,95,40,1
FRA-Ligue 1,2425,Toulouse,Guillaume Restes,FRA,GK,20-074,2005,28.3,2,1,2,0,0,2,3,66.7,1,0,0,0,1,3,16,1
FRA-Ligue 1,2425,Toulouse,Jaydee Canvot,FRA,"DF,MF",18-299,2006,12.3,23,11,16,5,2,12,18,66.7,6,10,2,8,11,34,54,1
FRA-Ligue 1,2425,Toulouse,Joshua King,NOR,"FW,MF",33-129,1992,18.6,11,11,4,4,3,5,12,41.7,7,10,3,7,6,17,19,0
FRA-Ligue 1,2425,Toulouse,Kjetil Haug,NOR,GK,26-346,1998,5.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0
FRA-Ligue 1,2425,Toulouse,Logan Costa,CPV,DF,24-053,2001,1.0,2,1,0,2,0,1,1,100.0,0,2,2,0,2,4,4,0
FRA-Ligue 1,2425,Toulouse,Mark McKenzie,USA,DF,26-088,1999,27.7,52,31,31,20,1,33,45,73.3,12,31,18,13,22,74,141,1
FRA-Ligue 1,2425,Toulouse,Miha Zajc,SVN,MF,30-327,1994,2.9,4,4,1,2,1,3,5,60.0,2,2,1,1,3,7,7,0
FRA-Ligue 1,2425,Toulouse,Naatan Skyttä,FIN,FW,23-017,2002,0.1,1,0,0,0,1,0,0,,0,0,0,0,0,1,0,0
FRA-Ligue 1,2425,Toulouse,Niklas Schmidt,GER,MF,27-084,1998,2.3,6,4,1,5,0,4,7,57.1,3,0,0,0,1,7,4,0
FRA-Ligue 1,2425,Toulouse,Noah Edjouma,FRA,"MF,FW",19-232,2005,1.9,2,2,0,1,1,1,2,50.0,1,1,1,0,2,4,2,0
FRA-Ligue 1,2425,Toulouse,Rafik Messali,FRA,DF,22-026,2003,5.1,15,8,6,6,3,7,8,87.5,1,9,1,8,10,25,12,0
FRA-Ligue 1,2425,Toulouse,Rasmus Nicolaisen,DEN,DF,28-069,1997,6.9,6,3,4,2,0,3,5,60.0,2,10,5,5,10,16,25,0
FRA-Ligue 1,2425,Toulouse,Shavy Babicka,GAB,"MF,FW",24-357,2000,13.2,21,12,6,11,4,10,21,47.6,11,14,0,14,3,24,4,3
FRA-Ligue 1,2425,Toulouse,Vincent Sierro,SUI,MF,29-228,1995,26.7,44,27,15,23,6,27,56,48.2,29,34,9,25,16,60,44,1
FRA-Ligue 1,2425,Toulouse,Waren Kamanzi,NOR,"DF,MF",24-194,2000,11.4,29,13,12,12,5,14,28,50.0,14,7,3,4,9,38,25,0
FRA-Ligue 1,2425,Toulouse,Yann Gboho,FRA,"MF,FW",24-130,2001,25.9,31,18,7,15,9,14,35,40.0,21,20,0,20,6,37,4,1
FRA-Ligue 1,2425,Toulouse,Zakaria Aboukhlal,MAR,"MF,FW",25-095,2000,21.1,22,13,7,8,7,4,23,17.4,19,16,1,15,6,28,9,0
FRA-Ligue 1,2425,Toulouse,Álex Domínguez,ESP,GK,26-298,1998,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
FRA-Ligue 1,2425,Toulouse,Ümit Akdag,ROU,DF,21-230,2003,5.6,8,4,3,4,1,5,12,41.7,7,10,8,2,11,19,19,0
GER-Bundesliga,2425,Augsburg,Alexis Claude-Maurice,FRA,"MF,FW",26-352,1998,23.4,41,26,12,15,14,17,34,50.0,17,16,0,16,15,56,8,1
GER-Bundesliga,2425,Augsburg,Arne Engels,BEL,"MF,FW",21-258,2003,0.9,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,0
GER-Bundesliga,2425,Augsburg,Arne Maier,GER,MF,26-136,1999,10.4,13,7,4,8,1,7,13,53.8,6,15,1,14,6,19,14,1
GER-Bundesliga,2425,Augsburg,Cedric Zesiger,SUI,DF,26-334,1998,13.6,13,7,7,6,0,8,13,61.5,5,17,10,7,21,34,96,1
GER-Bundesliga,2425,Augsburg,Chrislain Matsima,FRA,DF,23-009,2002,28.3,31,20,19,11,1,17,26,65.4,9,48,29,19,52,83,163,0
GER-Bundesliga,2425,Augsburg,Dimitris Giannoulis,GRE,DF,29-219,1995,29.4,47,32,27,16,4,26,44,59.1,18,49,11,38,47,94,75,0
GER-Bundesliga,2425,Augsburg,Elvis Rexhbeçaj,KVX,MF,27-204,1997,19.8,27,19,9,14,4,15,35,42.9,20,40,9,31,16,43,22,1
GER-Bundesliga,2425,Augsburg,Finn Dahmen,GER,GK,27-058,1998,19.0,1,0,1,0,0,1,2,50.0,1,0,0,0,0,1,9,0
GER-Bundesliga,2425,Augsburg,Frank Onyeka,NGA,MF,27-143,1998,28.7,58,45,22,28,8,22,40,55.0,18,36,9,27,36,94,36,2
GER-Bundesliga,2425,Augsburg,Fredrik Jensen,FIN,MF,27-257,1997,8.5,7,7,1,3,3,4,5,80.0,1,10,1,9,4,11,17,0
GER-Bundesliga,2425,Augsburg,Henri Koudossou,GER,DF,25-263,1999,8.3,18,10,6,11,1,11,19,57.9,8,8,2,6,15,33,37,0
GER-Bundesliga,2425,Augsburg,Jeffrey Gouweleeuw,NED,DF,33-318,1991,32.7,50,28,25,21,4,27,40,67.5,13,34,15,19,35,85,183,0
GER-Bundesliga,2425,Augsburg,Keven Schlotterbeck,GER,DF,28-026,1997,14.4,19,17,9,9,1,12,16,75.0,4,13,6,7,15,34,73,1
GER-Bundesliga,2425,Augsburg,Kristijan Jakić,CRO,MF,28-010,1997,25.6,46,23,20,19,7,22,43,51.2,21,42,9,33,28,74,50,1
GER-Bundesliga,2425,Augsburg,Mads Pedersen,DEN,DF,28-265,1996,2.6,8,7,5,2,1,4,5,80.0,1,4,0,4,2,10,6,0
GER-Bundesliga,2425,Augsburg,Marius Wolf,GER,DF,29-362,1995,23.8,27,16,13,11,3,16,43,37.2,27,29,5,24,24,51,51,1
GER-Bundesliga,2425,Augsburg,Maximilian Bauer,GER,DF,25-104,2000,7.3,14,8,5,7,2,9,14,64.3,5,10,4,6,6,20,35,1
GER-Bundesliga,2425,Augsburg,Mergim Berisha,GER,FW,27-013,1998,0.4,1,0,0,1,0,1,1,100.0,0,2,1,1,0,1,0,0
GER-Bundesliga,2425,Augsburg,Mert Kömür,GER,MF,19-311,2005,7.3,3,2,2,0,1,0,3,0.0,3,9,3,6,3,6,7,1
GER-Bundesliga,2425,Augsburg,Nediljko Labrović,CRO,GK,25-226,1999,15.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,12,1
GER-Bundesliga,2425,Augsburg,Niklas Dorsch,GER,MF,27-129,1998,0.4,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
GER-Bundesliga,2425,Augsburg,Noahkai Banks,USA,DF,18-174,2006,3.1,11,5,6,4,1,3,7,42.9,4,4,1,3,5,16,28,0
GER-Bundesliga,2425,Augsburg,Phillip Tietz,GER,FW,27-319,1997,18.7,11,6,2,7,2,5,8,62.5,3,10,1,9,5,16,26,1
GER-Bundesliga,2425,Augsburg,Robert Gumny,POL,DF,26-354,1998,3.0,3,3,1,2,0,2,6,33.3,4,2,0,2,1,4,6,0
GER-Bundesliga,2425,Augsburg,Ruben Vargas,SUI,"MF,FW",26-292,1998,3.4,2,1,1,1,0,1,4,25.0,3,1,0,1,2,4,1,1
GER-Bundesliga,2425,Augsburg,Samuel Essende,COD,FW,27-121,1998,18.2,7,6,1,3,3,3,4,75.0,1,13,2,11,0,7,11,1
GER-Bundesliga,2425,Augsburg,Steve Mounié,BEN,"FW,MF",30-237,1994,3.9,4,4,0,1,3,0,1,0.0,1,1,1,0,1,5,5,1
GER-Bundesliga,2425,Augsburg,Tim Breithaupt,GER,MF,23-106,2002,1.3,1,1,0,1,0,0,4,0.0,4,1,0,1,2,3,0,0
GER-Bundesliga,2425,Augsburg,Yusuf Kabadayı,GER,"FW,MF",21-111,2004,0.8,1,0,0,1,0,0,0,,0,1,0,1,0,1,0,0
GER-Bundesliga,2425,Bayern Munich,Adam Aznou,MAR,DF,18-356,2006,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
GER-Bundesliga,2425,Bayern Munich,Aleksandar Pavlovic,GER,MF,21-021,2004,16.1,38,21,13,15,10,22,32,68.8,10,18,3,15,5,43,14,0
GER-Bundesliga,2425,Bayern Munich,Alphonso Davies,CAN,DF,24-203,2000,17.3,30,17,7,17,6,17,26,65.4,9,14,1,13,13,43,22,2
GER-Bundesliga,2425,Bayern Munich,Arijon Ibrahimović,GER,FW,19-164,2005,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
GER-Bundesliga,2425,Bayern Munich,Daniel Peretz,ISR,GK,24-318,2000,3.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,2,0
GER-Bundesliga,2425,Bayern Munich,Dayot Upamecano,FRA,DF,26-209,1998,19.5,36,22,18,16,2,16,29,55.2,13,17,7,10,34,70,45,1
GER-Bundesliga,2425,Bayern Munich,Eric Dier,ENG,DF,31-129,1994,16.3,19,11,8,9,2,13,20,65.0,7,19,8,11,20,39,77,1
GER-Bundesliga,2425,Bayern Munich,Gabriel Vidovic,CRO,MF,21-174,2003,0.3,0,0,0,0,0,0,0,,0,2,0,2,0,0,0,0
GER-Bundesliga,2425,Bayern Munich,Harry Kane,ENG,FW,31-300,1993,26.5,13,11,3,8,2,2,6,33.3,4,16,2,14,2,15,16,0
GER-Bundesliga,2425,Bayern Munich,Hiroki Ito,JPN,DF,26-012,1999,2.8,2,0,1,1,0,1,1,100.0,0,3,2,1,6,8,15,1
GER-Bundesliga,2425,Bayern Munich,Jamal Musiala,GER,MF,22-087,2003,20.0,36,21,7,16,13,12,29,41.4,17,30,0,30,8,44,5,1
GER-Bundesliga,2425,Bayern Munich,Jonah Kusi-Asare,SWE,FW,17-324,2007,0.0,1,0,0,0,1,0,0,,0,0,0,0,0,1,0,0
GER-Bundesliga,2425,Bayern Munich,Jonas Urbig,GER,GK,21-289,2003,8.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,9,2
GER-Bundesliga,2425,Bayern Munich,Joshua Kimmich,GER,MF,30-105,1995,31.6,47,29,11,29,7,30,50,60.0,20,23,3,20,25,72,34,3
GER-Bundesliga,2425,Bayern Munich,Josip Stanišić,CRO,DF,25-052,2000,9.7,13,11,6,4,3,7,15,46.7,8,10,6,4,6,19,29,1
GER-Bundesliga,2425,Bayern Munich,João Palhinha,POR,MF,29-319,1995,7.5,20,14,6,11,3,11,16,68.8,5,13,1,12,4,24,9,1
GER-Bundesliga,2425,Bayern Munich,Kim Min-jae,KOR,DF,28-190,1996,25.4,35,20,18,13,4,11,21,52.4,10,23,10,13,37,72,91,4
GER-Bundesliga,2425,Bayern Munich,Kingsley Coman,FRA,FW,28-345,1996,14.2,17,12,6,6,5,8,12,66.7,4,12,0,12,8,25,15,0
GER-Bundesliga,2425,Bayern Munich,Konrad Laimer,AUT,DF,27-362,1997,18.9,49,27,19,22,8,23,48,47.9,25,24,1,23,8,57,24,1
GER-Bundesliga,2425,Bayern Munich,Leon Goretzka,GER,"MF,DF",30-107,1995,14.7,21,11,5,12,4,10,20,50.0,10,27,7,20,20,41,25,1
