league,season,team,player,nation,position,age,born_year,90s,goals,shoots,shoots_on_target,perc_shoots_on_target,shoots_90s,shoots_on_target_90s,goals_over_shoots,goals_over_shoots_on_target,average_shot_distance,shoots_free_kicks,penalties_scored,penalties_attempted,xG,no_penalty_xG,no_penalty_xg_over_shoots,goals_xG_difference,no_penalties_goals_xG_difference
La Liga,2425,Las Palmas,Sergio Viera,ESP,MF,20,2005.0,0.4,0,1,0,0.0,2.5,0.0,0.0,0.0,13.5,0,0,0,0.0,0.0,0.02,0.0,0.0
La Liga,2425,Las Palmas,Stefan Bajcetic,ESP,"MF,DF",20,2004.0,10.8,1,5,2,40.0,0.46,0.19,0.2,0.5,23.1,0,0,0,0.3,0.3,0.05,0.7,0.7
La Liga,2425,Las Palmas,Valentín Pezzolesi,ESP,DF,18,2007.0,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
La Liga,2425,Las Palmas,Viti,ESP,DF,27,1997.0,22.0,0,3,2,66.7,0.14,0.09,0.0,0.0,25.7,0,0,0,0.1,0.1,0.02,-0.1,-0.1
La Liga,2425,Las Palmas,Álex Muñoz,ESP,DF,30,1994.0,15.7,3,9,5,55.6,0.57,0.32,0.33,0.6,14.5,0,0,0,0.9,0.9,0.1,2.1,2.1
La Liga,2425,Las Palmas,Álex Suárez,ESP,DF,32,1993.0,27.3,0,6,3,50.0,0.22,0.11,0.0,0.0,14.9,0,0,0,0.5,0.5,0.09,-0.5,-0.5
La Liga,2425,Leganés,Adrià Altimira,ESP,"DF,FW",24,2001.0,17.1,0,6,2,33.3,0.35,0.12,0.0,0.0,22.8,0,0,0,0.3,0.3,0.04,-0.3,-0.3
La Liga,2425,Leganés,Aritz Arambarri,ESP,DF,27,1998.0,2.0,0,1,0,0.0,0.51,0.0,0.0,0.0,15.7,0,0,0,0.0,0.0,0.02,0.0,0.0
La Liga,2425,Leganés,Borna Barišić,CRO,DF,32,1992.0,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
La Liga,2425,Leganés,Dani Raba,ESP,"FW,MF",29,1995.0,20.1,8,35,10,28.6,1.75,0.5,0.11,0.4,25.6,3,4,5,7.2,3.4,0.1,0.8,0.6
La Liga,2425,Leganés,Darko Brašanac,SRB,MF,33,1992.0,17.8,1,12,3,25.0,0.68,0.17,0.08,0.33,13.1,0,0,0,1.8,1.8,0.15,-0.8,-0.8
La Liga,2425,Leganés,Diego,ESP,FW,25,2000.0,13.0,3,28,9,32.1,2.16,0.69,0.11,0.33,13.8,0,0,0,3.7,3.7,0.13,-0.7,-0.7
La Liga,2425,Leganés,Duk,CPV,"MF,FW",25,2000.0,1.7,0,2,1,50.0,1.19,0.6,0.0,0.0,30.3,0,0,0,0.0,0.0,0.01,0.0,0.0
La Liga,2425,Leganés,Enric Franquesa,ESP,"DF,FW",28,1997.0,6.8,1,3,1,33.3,0.44,0.15,0.33,1.0,16.8,0,0,0,0.3,0.3,0.1,0.7,0.7
La Liga,2425,Leganés,Javi Hernández,ESP,DF,27,1998.0,25.5,1,14,4,28.6,0.55,0.16,0.07,0.25,19.8,1,0,0,0.6,0.6,0.04,0.4,0.4
La Liga,2425,Leganés,Jorge Sáenz,ESP,DF,28,1996.0,17.8,1,8,3,37.5,0.45,0.17,0.13,0.33,8.9,0,0,0,1.3,1.3,0.16,-0.3,-0.3
La Liga,2425,Leganés,Juan Cruz,ESP,"FW,MF",25,2000.0,24.1,4,32,13,40.6,1.33,0.54,0.13,0.31,21.5,1,0,0,1.8,1.8,0.06,2.2,2.2
La Liga,2425,Leganés,Juan Soriano,ESP,GK,27,1997.0,6.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
La Liga,2425,Leganés,Julián Chicco,ARG,"MF,DF",27,1998.0,3.3,0,3,1,33.3,0.92,0.31,0.0,0.0,19.7,0,0,0,0.5,0.5,0.16,-0.5,-0.5
La Liga,2425,Leganés,Marko Dmitrović,SRB,GK,33,1992.0,31.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
La Liga,2425,Leganés,Matija Nastasić,SRB,DF,32,1993.0,23.4,1,2,1,50.0,0.09,0.04,0.5,1.0,11.7,0,0,0,0.1,0.1,0.03,0.9,0.9
La Liga,2425,Leganés,Miguel,ESP,FW,25,1999.0,19.0,1,33,14,42.4,1.74,0.74,0.0,0.0,15.5,0,1,2,4.9,3.3,0.1,-3.9,-3.3
La Liga,2425,Leganés,Munir El Haddadi,MAR,"FW,MF",29,1995.0,8.9,4,21,9,42.9,2.36,1.01,0.19,0.44,20.1,3,0,0,1.6,1.6,0.07,2.4,2.4
La Liga,2425,Leganés,Renato Tapia,PER,"MF,DF",29,1995.0,26.0,1,13,6,46.2,0.5,0.23,0.08,0.17,29.7,0,0,0,0.6,0.6,0.05,0.4,0.4
La Liga,2425,Leganés,Roberto López,ESP,MF,25,2000.0,4.4,0,6,1,16.7,1.36,0.23,0.0,0.0,27.3,0,0,0,0.5,0.5,0.08,-0.5,-0.5
La Liga,2425,Leganés,Sergi,ESP,DF,33,1992.0,31.9,2,13,5,38.5,0.41,0.16,0.15,0.4,10.0,0,0,0,1.5,1.5,0.11,0.5,0.5
La Liga,2425,Leganés,Seydouba Cissé,GUI,MF,24,2001.0,26.2,3,22,5,22.7,0.84,0.19,0.14,0.6,21.0,0,0,0,2.8,2.8,0.13,0.2,0.2
La Liga,2425,Leganés,Sébastien Haller,CIV,FW,30,1994.0,4.5,0,4,1,25.0,0.89,0.22,0.0,0.0,14.1,0,0,0,0.4,0.4,0.1,-0.4,-0.4
La Liga,2425,Leganés,Valentin Rosier,FRA,DF,28,1996.0,28.8,1,14,4,28.6,0.49,0.14,0.07,0.25,18.7,0,0,0,0.9,0.9,0.06,0.1,0.1
La Liga,2425,Leganés,Yan Diomandé,CIV,"MF,FW",18,2006.0,5.4,1,8,2,25.0,1.49,0.37,0.13,0.5,17.6,0,0,0,0.9,0.9,0.11,0.1,0.1
La Liga,2425,Leganés,Yvan Neyou,CMR,MF,28,1997.0,25.7,1,16,3,18.8,0.62,0.12,0.06,0.33,25.8,0,0,0,0.6,0.6,0.04,0.4,0.4
La Liga,2425,Leganés,Óscar Rodríguez Arnaiz,ESP,"MF,FW",26,1998.0,14.8,1,33,6,18.2,2.23,0.41,0.03,0.17,25.1,9,0,0,2.1,2.1,0.06,-1.1,-1.1
La Liga,2425,Mallorca,Abdón Prats,ESP,"FW,MF",32,1992.0,5.1,2,13,4,30.8,2.57,0.79,0.08,0.25,14.7,0,1,1,2.2,1.5,0.11,-0.2,-0.5
La Liga,2425,Mallorca,Antonio Raillo,ESP,DF,33,1991.0,34.6,2,35,8,22.9,1.01,0.23,0.06,0.25,12.8,0,0,0,2.0,2.0,0.06,0.0,0.0
La Liga,2425,Mallorca,Antonio Sánchez,ESP,"MF,DF",28,1997.0,14.7,0,16,2,12.5,1.09,0.14,0.0,0.0,18.2,0,0,0,1.0,1.0,0.07,-1.0,-1.0
La Liga,2425,Mallorca,Chiquinho,POR,"MF,FW",25,2000.0,1.6,0,4,2,50.0,2.47,1.23,0.0,0.0,15.4,0,0,0,0.3,0.3,0.08,-0.3,-0.3
La Liga,2425,Mallorca,Copete,ESP,DF,25,1999.0,17.0,0,6,2,33.3,0.35,0.12,0.0,0.0,9.9,0,0,0,0.5,0.5,0.08,-0.5,-0.5
La Liga,2425,Mallorca,Cyle Larin,CAN,FW,30,1995.0,19.3,7,37,13,35.1,1.92,0.67,0.16,0.46,11.9,0,1,1,6.7,5.9,0.16,0.3,0.1
La Liga,2425,Mallorca,Dani Rodríguez,ESP,"MF,FW",36,1988.0,23.8,4,31,10,32.3,1.3,0.42,0.13,0.4,17.9,1,0,0,2.8,2.8,0.09,1.2,1.2
La Liga,2425,Mallorca,Daniel Luna,COL,MF,22,2003.0,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
La Liga,2425,Mallorca,David López,ESP,DF,22,2003.0,0.9,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
La Liga,2425,Mallorca,Dominik Greif,SVK,GK,28,1997.0,30.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
La Liga,2425,Mallorca,Jan Salas,ESP,MF,19,2005.0,0.3,0,2,0,0.0,7.5,0.0,0.0,0.0,22.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1
La Liga,2425,Mallorca,Javier Llabrés,ESP,FW,22,2002.0,0.6,0,1,0,0.0,1.58,0.0,0.0,0.0,19.7,0,0,0,0.0,0.0,0.05,0.0,0.0
La Liga,2425,Mallorca,Johan Mojica,COL,DF,32,1992.0,30.5,1,16,3,18.8,0.52,0.1,0.06,0.33,23.4,4,0,0,0.9,0.9,0.06,0.1,0.1
La Liga,2425,Mallorca,Leo Román,ESP,GK,24,2000.0,7.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
La Liga,2425,Mallorca,Manu Morlanes,ESP,MF,26,1999.0,14.6,0,11,1,9.1,0.75,0.07,0.0,0.0,22.2,0,0,0,0.6,0.6,0.05,-0.6,-0.6
La Liga,2425,Mallorca,Marc Domenech,ESP,"FW,MF",19,2006.0,2.6,0,7,1,14.3,2.72,0.39,0.0,0.0,16.8,0,0,0,0.5,0.5,0.07,-0.5,-0.5
La Liga,2425,Mallorca,Martin Valjent,SVK,DF,29,1995.0,30.7,3,12,5,41.7,0.39,0.16,0.25,0.6,13.1,0,0,0,0.8,0.8,0.07,2.2,2.2
La Liga,2425,Mallorca,Mateu Morey,ESP,DF,25,2000.0,7.2,0,3,1,33.3,0.41,0.14,0.0,0.0,19.9,0,0,0,0.4,0.4,0.14,-0.4,-0.4
La Liga,2425,Mallorca,Omar Mascarell,EQG,MF,32,1993.0,21.4,1,9,2,22.2,0.42,0.09,0.11,0.5,16.8,0,0,0,0.5,0.5,0.05,0.5,0.5
La Liga,2425,Mallorca,Pablo Maffeo,ESP,DF,27,1997.0,26.3,0,7,1,14.3,0.27,0.04,0.0,0.0,19.0,0,0,0,0.3,0.3,0.04,-0.3,-0.3
La Liga,2425,Mallorca,Roberto Navarro,ESP,"MF,FW",23,2002.0,14.2,1,18,6,33.3,1.27,0.42,0.06,0.17,16.2,0,0,0,2.0,2.0,0.11,-1.0,-1.0
La Liga,2425,Mallorca,Samu Costa,POR,MF,24,2000.0,28.4,0,29,8,27.6,1.02,0.28,0.0,0.0,18.2,1,0,0,1.8,1.8,0.06,-1.8,-1.8
La Liga,2425,Mallorca,Sergi Darder,ESP,"MF,FW",31,1993.0,29.5,2,35,9,25.7,1.19,0.31,0.06,0.22,24.2,1,0,0,2.0,2.0,0.06,0.0,0.0
La Liga,2425,Mallorca,Siebe Van Der Heyden,BEL,"DF,MF",26,1998.0,1.1,0,1,0,0.0,0.93,0.0,0.0,0.0,11.4,0,0,0,0.0,0.0,0.03,0.0,0.0
La Liga,2425,Mallorca,Takuma Asano,JPN,"FW,MF",30,1994.0,11.7,2,28,8,28.6,2.39,0.68,0.07,0.25,13.6,0,0,0,2.7,2.7,0.1,-0.7,-0.7
La Liga,2425,Mallorca,Toni Lato,ESP,DF,27,1997.0,6.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
La Liga,2425,Mallorca,Valery Fernández,ESP,"MF,FW",25,1999.0,3.4,2,3,3,100.0,0.87,0.87,0.67,0.67,10.3,0,0,0,0.8,0.8,0.28,1.2,1.2
La Liga,2425,Mallorca,Vedat Muriqi,KVX,FW,31,1994.0,22.2,7,49,16,32.7,2.21,0.72,0.1,0.31,12.0,0,2,3,9.5,7.2,0.15,-2.5,-2.2
La Liga,2425,Osasuna,Abel,ESP,DF,24,2000.0,22.7,2,11,4,36.4,0.48,0.18,0.18,0.5,23.8,0,0,0,0.5,0.5,0.04,1.5,1.5
La Liga,2425,Osasuna,Aimar Oroz,ESP,MF,23,2001.0,32.0,5,46,15,32.6,1.44,0.47,0.09,0.27,19.5,3,1,1,4.2,3.5,0.08,0.8,0.5
La Liga,2425,Osasuna,Aitor Fernández,ESP,GK,34,1991.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
La Liga,2425,Osasuna,Ante Budimir,CRO,FW,33,1991.0,31.8,21,87,27,31.0,2.74,0.85,0.15,0.48,13.4,0,8,8,18.0,11.9,0.14,3.0,1.1
La Liga,2425,Osasuna,Bryan Zaragoza,ESP,"FW,MF",24,2001.0,19.5,1,41,13,31.7,2.1,0.67,0.02,0.08,19.9,0,0,0,2.7,2.7,0.07,-1.7,-1.7
La Liga,2425,Osasuna,Catena,ESP,DF,30,1994.0,33.2,1,19,5,26.3,0.57,0.15,0.05,0.2,11.1,0,0,0,1.9,1.9,0.1,-0.9,-0.9
La Liga,2425,Osasuna,Enzo Boyomo,CMR,DF,23,2001.0,32.2,2,12,3,25.0,0.37,0.09,0.17,0.67,12.4,0,0,0,1.5,1.5,0.12,0.5,0.5
La Liga,2425,Osasuna,Iker Benito,ESP,"FW,MF",22,2002.0,0.4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
La Liga,2425,Osasuna,Iker Muñoz,ESP,MF,22,2002.0,6.3,0,9,0,0.0,1.43,0.0,0.0,0.0,25.9,0,0,0,0.4,0.4,0.05,-0.4,-0.4
La Liga,2425,Osasuna,Javi Martínez,ESP,MF,25,1999.0,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
La Liga,2425,Osasuna,Jesús Areso,ESP,DF,25,1999.0,33.2,0,7,0,0.0,0.21,0.0,0.0,0.0,22.7,0,0,0,0.2,0.2,0.02,-0.2,-0.2
La Liga,2425,Osasuna,Jon Moncayola,ESP,MF,27,1998.0,23.3,0,21,9,42.9,0.9,0.39,0.0,0.0,17.9,0,0,0,1.6,1.6,0.08,-1.6,-1.6
La Liga,2425,Osasuna,Jorge Herrando,ESP,DF,24,2001.0,15.2,1,12,3,25.0,0.79,0.2,0.08,0.33,11.2,0,0,0,1.2,1.2,0.1,-0.2,-0.2
La Liga,2425,Osasuna,José Arnaiz,ESP,"MF,FW",30,1995.0,1.4,0,5,2,40.0,3.63,1.45,0.0,0.0,21.8,1,0,0,0.3,0.3,0.06,-0.3,-0.3
La Liga,2425,Osasuna,Juan Cruz Armada,ESP,DF,32,1992.0,15.9,0,4,0,0.0,0.25,0.0,0.0,0.0,16.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1
La Liga,2425,Osasuna,Kike Barja,ESP,"FW,MF",28,1997.0,3.5,0,4,1,25.0,1.14,0.29,0.0,0.0,18.8,0,0,0,0.2,0.2,0.05,-0.2,-0.2
La Liga,2425,Osasuna,Lucas Torró,ESP,MF,30,1994.0,32.4,3,29,7,24.1,0.9,0.22,0.1,0.43,16.2,0,0,0,2.2,2.2,0.08,0.8,0.8
La Liga,2425,Osasuna,Moi Gómez,ESP,"MF,FW",30,1994.0,8.8,0,6,1,16.7,0.68,0.11,0.0,0.0,19.2,1,0,0,0.5,0.5,0.08,-0.5,-0.5
La Liga,2425,Osasuna,Nacho Vidal,ESP,DF,30,1995.0,1.4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
La Liga,2425,Osasuna,Pablo Ibáñez,ESP,MF,26,1998.0,13.7,1,19,5,26.3,1.38,0.36,0.05,0.2,21.4,0,0,0,1.5,1.5,0.08,-0.5,-0.5
La Liga,2425,Osasuna,Raúl,ESP,"FW,MF",24,2000.0,8.0,3,23,11,47.8,2.88,1.38,0.13,0.27,14.8,0,0,0,3.1,3.1,0.13,-0.1,-0.1
La Liga,2425,Osasuna,Rubén García,ESP,"FW,MF",31,1993.0,25.8,5,25,9,36.0,0.97,0.35,0.2,0.56,16.5,3,0,0,3.1,3.1,0.12,1.9,1.9
La Liga,2425,Osasuna,Rubén Peña,ESP,"FW,DF",33,1991.0,8.6,0,10,3,30.0,1.16,0.35,0.0,0.0,15.4,0,0,0,0.7,0.7,0.07,-0.7,-0.7
La Liga,2425,Osasuna,Sergio Herrera,ESP,GK,31,1993.0,36.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
La Liga,2425,Osasuna,Unai García,ESP,DF,33,1992.0,0.7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
La Liga,2425,Rayo Vallecano,Abdul Mumin,GHA,DF,26,1998.0,22.4,2,10,3,30.0,0.45,0.13,0.2,0.67,12.9,0,0,0,0.6,0.6,0.06,1.4,1.4
La Liga,2425,Rayo Vallecano,Adri Embarba,ESP,"FW,MF",33,1992.0,17.8,1,36,11,30.6,2.02,0.62,0.03,0.09,22.2,2,0,0,2.1,2.1,0.06,-1.1,-1.1
La Liga,2425,Rayo Vallecano,Alfonso Espino,URU,DF,33,1992.0,9.3,0,10,2,20.0,1.08,0.22,0.0,0.0,25.1,0,0,0,0.4,0.4,0.04,-0.4,-0.4
La Liga,2425,Rayo Vallecano,Andrei Ratiu,ROU,DF,26,1998.0,33.1,2,29,7,24.1,0.88,0.21,0.07,0.29,19.0,0,0,0,1.8,1.8,0.06,0.2,0.2
La Liga,2425,Rayo Vallecano,Aridane Hernández,ESP,DF,36,1989.0,10.4,0,8,2,25.0,0.77,0.19,0.0,0.0,8.0,0,0,0,0.9,0.9,0.11,-0.9,-0.9
La Liga,2425,Rayo Vallecano,Augusto Batalla,ARG,GK,29,1996.0,31.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
La Liga,2425,Rayo Vallecano,Cárdenas,ESP,GK,28,1997.0,6.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
La Liga,2425,Rayo Vallecano,Etienne Eto'o,CMR,FW,22,2002.0,0.4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
La Liga,2425,Rayo Vallecano,Florian Lejeune,FRA,DF,34,1991.0,35.9,2,55,16,29.1,1.53,0.45,0.04,0.13,24.9,20,0,0,3.3,3.3,0.06,-1.3,-1.3
La Liga,2425,Rayo Vallecano,Gerard Gumbau,ESP,MF,30,1994.0,9.1,0,12,5,41.7,1.32,0.55,0.0,0.0,21.1,0,0,0,1.0,1.0,0.08,-1.0,-1.0
La Liga,2425,Rayo Vallecano,Isaac Palazón Camacho,ESP,"MF,FW",30,1994.0,23.0,4,55,17,30.9,2.39,0.74,0.07,0.24,22.8,1,0,0,4.2,4.2,0.08,-0.2,-0.2
La Liga,2425,Rayo Vallecano,Iván Balliu,ALB,DF,33,1992.0,12.7,0,1,0,0.0,0.08,0.0,0.0,0.0,30.9,0,0,0,0.0,0.0,0.01,0.0,0.0
La Liga,2425,Rayo Vallecano,James Rodríguez,COL,"MF,FW",33,1991.0,1.6,0,4,2,50.0,2.57,1.29,0.0,0.0,18.8,0,0,0,0.3,0.3,0.07,-0.3,-0.3
La Liga,2425,Rayo Vallecano,Jorge de Frutos,ESP,"FW,MF",28,1997.0,26.7,6,49,17,34.7,1.83,0.64,0.12,0.35,16.2,0,0,0,5.8,5.8,0.12,0.2,0.2
La Liga,2425,Rayo Vallecano,Pathé Ciss,SEN,"MF,DF",31,1994.0,22.8,4,20,6,30.0,0.88,0.26,0.2,0.67,14.6,0,0,0,1.8,1.7,0.09,2.2,2.3
La Liga,2425,Rayo Vallecano,Pedro Díaz,ESP,MF,26,1998.0,13.0,3,29,7,24.1,2.23,0.54,0.1,0.43,24.8,1,0,1,2.2,1.4,0.05,0.8,1.6
La Liga,2425,Rayo Vallecano,Pelayo Fernandez,ESP,DF,22,2003.0,1.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
La Liga,2425,Rayo Vallecano,Pep Chavarría,ESP,"DF,FW",27,1998.0,27.7,0,11,3,27.3,0.4,0.11,0.0,0.0,20.1,0,0,0,1.2,1.2,0.11,-1.2,-1.2
La Liga,2425,Rayo Vallecano,Randy Nteka,ANG,FW,27,1997.0,12.5,3,16,8,50.0,1.28,0.64,0.19,0.38,13.6,0,0,0,2.6,2.6,0.16,0.4,0.4
La Liga,2425,Rayo Vallecano,Raúl de Tomás,ESP,"DF,FW",30,1994.0,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
La Liga,2425,Rayo Vallecano,Sergi Guardiola,ESP,FW,33,1991.0,4.0,0,11,3,27.3,2.73,0.75,0.0,0.0,10.4,0,0,0,2.4,2.4,0.22,-2.4,-2.4
La Liga,2425,Rayo Vallecano,Sergio Camello,ESP,FW,24,2001.0,12.6,3,32,9,28.1,2.54,0.71,0.09,0.33,16.3,0,0,0,4.1,4.1,0.13,-1.1,-1.1
La Liga,2425,Rayo Vallecano,Unai López,ESP,MF,29,1995.0,18.4,3,24,10,41.7,1.3,0.54,0.13,0.3,22.9,1,0,0,1.5,1.5,0.06,1.5,1.5
La Liga,2425,Rayo Vallecano,Álvaro García,ESP,"FW,MF",32,1992.0,27.4,4,65,23,35.4,2.37,0.84,0.06,0.17,16.6,0,0,0,7.2,7.2,0.11,-3.2,-3.2
La Liga,2425,Rayo Vallecano,Óscar Trejo,ARG,MF,37,1988.0,5.5,1,5,2,40.0,0.91,0.36,0.2,0.5,16.5,0,0,0,0.6,0.6,0.12,0.4,0.4
La Liga,2425,Rayo Vallecano,Óscar Valentín,ESP,MF,30,1994.0,20.4,0,5,1,20.0,0.25,0.05,0.0,0.0,12.3,0,0,0,0.4,0.4,0.09,-0.4,-0.4
La Liga,2425,Real Madrid,Andriy Lunin,UKR,GK,26,1999.0,6.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
La Liga,2425,Real Madrid,Antonio Rüdiger,GER,DF,32,1993.0,25.5,0,24,4,16.7,0.94,0.16,0.0,0.0,18.0,0,0,0,1.7,1.7,0.07,-1.7,-1.7
La Liga,2425,Real Madrid,Arda Güler,TUR,"MF,FW",20,2005.0,12.9,3,38,15,39.5,2.95,1.16,0.08,0.2,19.9,2,0,0,3.3,3.3,0.09,-0.3,-0.3
La Liga,2425,Real Madrid,Aurélien Tchouaméni,FRA,"DF,MF",25,2000.0,29.3,0,18,3,16.7,0.62,0.1,0.0,0.0,17.6,0,0,0,1.6,1.6,0.09,-1.6,-1.6
La Liga,2425,Real Madrid,Brahim Díaz,MAR,"FW,MF",25,1999.0,14.8,4,28,15,53.6,1.89,1.01,0.14,0.27,12.6,0,0,0,5.3,5.3,0.19,-1.3,-1.3
La Liga,2425,Real Madrid,Chema,ESP,MF,20,2005.0,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
La Liga,2425,Real Madrid,Dani Carvajal,ESP,DF,33,1992.0,6.8,1,3,1,33.3,0.44,0.15,0.33,1.0,3.4,0,0,0,1.3,1.3,0.44,-0.3,-0.3
La Liga,2425,Real Madrid,Dani Ceballos,ESP,MF,28,1996.0,12.5,0,7,2,28.6,0.56,0.16,0.0,0.0,22.5,0,0,0,0.4,0.4,0.05,-0.4,-0.4
La Liga,2425,Real Madrid,Daniel Yáñez,ESP,FW,18,2007.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
La Liga,2425,Real Madrid,David Alaba,AUT,DF,32,1992.0,3.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
La Liga,2425,Real Madrid,Eduardo Camavinga,FRA,"MF,DF",22,2002.0,12.2,1,8,2,25.0,0.65,0.16,0.13,0.5,18.5,0,0,0,0.4,0.4,0.05,0.6,0.6
La Liga,2425,Real Madrid,Endrick,BRA,FW,18,2006.0,4.0,1,24,6,25.0,5.95,1.49,0.04,0.17,16.4,0,0,0,2.5,2.5,0.1,-1.5,-1.5
La Liga,2425,Real Madrid,Federico Valverde,URU,"MF,DF",26,1998.0,32.7,6,55,22,40.0,1.68,0.67,0.11,0.27,26.0,5,0,0,2.6,2.6,0.05,3.4,3.4
La Liga,2425,Real Madrid,Ferland Mendy,FRA,DF,29,1995.0,11.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
La Liga,2425,Real Madrid,Fran,ESP,GK,19,2005.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
La Liga,2425,Real Madrid,Fran Garcia,ESP,DF,25,1999.0,23.1,0,13,3,23.1,0.56,0.13,0.0,0.0,18.3,0,0,0,0.8,0.8,0.07,-0.8,-0.8
La Liga,2425,Real Madrid,Gonzalo García,ESP,"DF,FW",21,2004.0,0.5,0,1,0,0.0,2.14,0.0,0.0,0.0,4.8,0,0,0,0.5,0.5,0.49,-0.5,-0.5
La Liga,2425,Real Madrid,Jacobo Ramón,ESP,DF,20,2005.0,2.3,1,2,1,50.0,0.88,0.44,0.5,1.0,9.5,0,0,0,0.2,0.2,0.08,0.8,0.8
La Liga,2425,Real Madrid,Jesús Vallejo,ESP,DF,28,1997.0,1.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
La Liga,2425,Real Madrid,Jude Bellingham,ENG,MF,21,2003.0,27.6,9,60,22,36.7,2.17,0.8,0.13,0.36,15.6,0,1,2,11.4,9.9,0.17,-2.4,-1.9
La Liga,2425,Real Madrid,Kylian Mbappé,FRA,FW,26,1998.0,31.3,29,145,71,49.0,4.63,2.27,0.15,0.31,17.5,3,7,8,23.8,17.4,0.12,5.2,4.6
La Liga,2425,Real Madrid,Lorenzo Aguado,ESP,DF,22,2002.0,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
La Liga,2425,Real Madrid,Lucas Vázquez,ESP,DF,33,1991.0,23.5,1,14,3,21.4,0.6,0.13,0.07,0.33,17.8,1,0,0,1.4,1.4,0.1,-0.4,-0.4
La Liga,2425,Real Madrid,Luka Modrić,CRO,MF,39,1985.0,19.3,2,22,6,27.3,1.14,0.31,0.09,0.33,23.1,1,0,0,1.6,1.6,0.07,0.4,0.4
La Liga,2425,Real Madrid,Raúl Asencio,ESP,DF,22,2003.0,17.6,0,2,0,0.0,0.11,0.0,0.0,0.0,18.8,0,0,0,0.1,0.1,0.04,-0.1,-0.1
La Liga,2425,Real Madrid,Rodrygo,BRA,"FW,MF",24,2001.0,21.4,6,54,20,37.0,2.52,0.93,0.11,0.3,16.4,3,0,0,4.0,3.9,0.07,2.0,2.1
La Liga,2425,Real Madrid,Thibaut Courtois,BEL,GK,33,1992.0,30.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
La Liga,2425,Real Madrid,Vinicius Júnior,BRA,FW,24,2000.0,24.6,11,77,23,29.9,3.13,0.93,0.12,0.39,17.6,0,2,3,10.2,8.0,0.1,0.8,1.0
