league,season,team,player,nation,position,age,born_year,90s,passes_attempted,play_passes,fk_passes,free_kicks_passes,through_ball_passes,switches_passes,crosses_passes,throw_ins_passes,corner_kicks_passes,inswinging_corner_kicks,outswinging_corner_kicks,straight_corner_kicks,passes_completed,passes_offside,passes_blocked_by_rival
Serie A,2425,Inter,Henrikh Mkhitaryan,ARM,MF,36,1989.0,26.6,1518,1493,19,11,5,11,24,3,5,1,2,0,1326,6,26
Serie A,2425,Inter,Joaquín Correa,ARG,"FW,MF",30,1994.0,8.1,361,353,5,2,5,0,8,2,0,0,0,0,310,3,13
Serie A,2425,Inter,Josep Martinez,ESP,GK,26,1998.0,5.0,241,206,35,10,0,1,0,0,0,0,0,0,206,0,0
Serie A,2425,Inter,Kristjan Asllani,ALB,MF,23,2002.0,11.0,973,913,57,26,6,8,43,1,29,7,15,0,868,3,3
Serie A,2425,Inter,Lautaro Martínez,ARG,FW,27,1997.0,28.5,634,596,30,3,9,10,13,2,0,0,0,0,472,8,21
Serie A,2425,Inter,Luka Topalović,SVN,MF,19,2006.0,0.1,9,8,0,0,0,0,0,0,0,0,0,0,5,1,0
Serie A,2425,Inter,Marcus Thuram,FRA,FW,27,1997.0,25.4,559,525,32,0,4,2,13,0,0,0,0,0,412,2,12
Serie A,2425,Inter,Marko Arnautović,AUT,FW,36,1989.0,6.1,158,148,8,0,2,0,5,0,0,0,0,0,113,2,3
Serie A,2425,Inter,Matteo Darmian,ITA,DF,35,1989.0,19.8,1007,876,129,10,3,2,32,119,0,0,0,0,844,2,23
Serie A,2425,Inter,Mehdi Taremi,IRN,FW,32,1992.0,9.1,231,222,6,1,4,0,1,1,0,0,0,0,185,3,8
Serie A,2425,Inter,Nicola Zalewski,POL,"DF,MF",23,2002.0,4.8,245,230,15,1,2,3,23,14,0,0,0,0,204,0,7
Serie A,2425,Inter,Nicolò Barella,ITA,MF,28,1997.0,27.7,1808,1742,48,31,18,23,68,7,10,1,8,0,1484,18,28
Serie A,2425,Inter,Piotr Zieliński,POL,MF,31,1994.0,10.9,711,671,38,20,2,4,28,1,16,7,7,0,636,2,6
Serie A,2425,Inter,Stefan de Vrij,NED,DF,33,1992.0,19.2,1403,1372,31,26,2,3,0,2,0,0,0,0,1309,0,4
Serie A,2425,Inter,Tajon Buchanan,CAN,"DF,FW",26,1999.0,1.1,48,41,7,2,0,0,3,5,0,0,0,0,40,0,1
Serie A,2425,Inter,Tomás Palacios,ARG,DF,22,2003.0,0.1,15,15,0,0,0,0,0,0,0,0,0,0,15,0,0
Serie A,2425,Inter,Yann Aurel Bisseck,GER,DF,24,2000.0,18.3,1284,1241,43,20,2,1,8,20,0,0,0,0,1179,0,16
Serie A,2425,Inter,Yann Sommer,SUI,GK,36,1988.0,33.0,1332,1162,163,37,0,1,0,0,0,0,0,0,1167,7,0
Serie A,2425,Juventus,Alberto costa,POR,DF,21,2003.0,3.5,182,164,17,2,0,0,2,15,0,0,0,0,152,1,4
Serie A,2425,Juventus,Andrea Cambiaso,ITA,"DF,FW",25,2000.0,23.8,1615,1431,183,24,2,12,62,145,14,6,4,0,1431,1,39
Serie A,2425,Juventus,Danilo,BRA,DF,33,1991.0,6.5,573,530,42,11,0,5,3,29,0,0,0,0,519,1,3
Serie A,2425,Juventus,Diego Pugno,ITA,FW,18,2006.0,0.1,2,1,1,0,0,0,0,0,0,0,0,0,2,0,0
Serie A,2425,Juventus,Douglas Luiz,BRA,MF,27,1998.0,5.9,438,400,37,15,1,4,26,4,18,6,11,0,379,1,1
Serie A,2425,Juventus,Dušan Vlahović,SRB,FW,25,2000.0,19.7,365,325,35,0,3,4,9,0,0,0,0,0,253,5,12
Serie A,2425,Juventus,Federico Gatti,ITA,DF,26,1998.0,24.3,1460,1419,39,25,0,1,1,4,0,0,0,0,1387,2,6
Serie A,2425,Juventus,Francisco Conceição,POR,"FW,MF",22,2002.0,13.9,511,482,29,4,0,4,59,10,15,7,3,0,401,0,19
Serie A,2425,Juventus,Gleison Bremer,BRA,DF,28,1997.0,6.0,504,496,8,6,0,1,0,1,0,0,0,0,468,0,0
Serie A,2425,Juventus,Jonas Rouhi,SWE,DF,21,2004.0,2.3,159,138,21,2,0,1,3,19,0,0,0,0,126,0,6
Serie A,2425,Juventus,Juan David Cabal,COL,DF,24,2001.0,5.1,350,319,30,4,1,3,7,26,0,0,0,0,307,1,7
Serie A,2425,Juventus,Kenan Yıldız,TUR,"FW,MF",20,2005.0,25.7,1075,996,75,6,6,2,111,20,47,22,14,0,855,4,24
Serie A,2425,Juventus,Khéphren Thuram,FRA,MF,24,2001.0,24.8,1335,1310,22,19,6,1,13,3,0,0,0,0,1180,3,17
Serie A,2425,Juventus,Lloyd Kelly,ENG,DF,26,1998.0,10.3,631,590,41,16,1,2,14,12,0,0,0,0,519,0,13
Serie A,2425,Juventus,Lorenzo Anghelè,ITA,FW,20,2005.0,0.1,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0
Serie A,2425,Juventus,Manuel Locatelli,ITA,MF,27,1998.0,30.4,2355,2246,101,86,3,32,24,7,8,2,4,0,2071,8,13
Serie A,2425,Juventus,Mattia Perin,ITA,GK,32,1992.0,5.0,182,165,17,5,0,0,0,0,0,0,0,0,145,0,0
Serie A,2425,Juventus,Michele Di Gregorio,ITA,GK,27,1997.0,32.0,960,770,190,46,0,0,0,0,0,0,0,0,737,0,0
Serie A,2425,Juventus,Nicolás González,ARG,"FW,MF",27,1998.0,18.6,611,574,34,1,3,2,14,28,1,1,0,0,464,3,23
Serie A,2425,Juventus,Nicolò Fagioli,ITA,MF,24,2001.0,6.3,418,404,14,8,2,6,13,1,5,1,3,0,370,0,3
Serie A,2425,Juventus,Nicolò Savona,ITA,DF,22,2003.0,18.2,1056,931,123,14,0,2,33,109,0,0,0,0,945,2,14
Serie A,2425,Juventus,Pierre Kalulu,FRA,DF,24,2000.0,26.0,2076,1967,107,44,2,4,22,27,0,0,0,0,1932,2,11
Serie A,2425,Juventus,Randal Kolo Muani,FRA,FW,26,1998.0,12.1,201,179,21,0,1,1,8,1,0,0,0,0,139,1,7
Serie A,2425,Juventus,Renato Veiga,POR,DF,21,2003.0,11.6,558,520,38,23,1,4,0,0,0,0,0,0,490,0,1
Serie A,2425,Juventus,Samuel Mbangula,BEL,FW,21,2004.0,7.9,269,263,5,1,0,0,17,4,0,0,0,0,230,1,3
Serie A,2425,Juventus,Teun Koopmeiners,NED,"MF,FW",27,1998.0,22.2,953,819,129,34,4,3,113,18,74,44,28,0,761,5,12
Serie A,2425,Juventus,Timothy Weah,USA,"DF,FW",25,2000.0,18.1,786,702,81,2,2,2,44,75,2,0,1,0,658,3,21
Serie A,2425,Juventus,Vasilije Adžić,MNE,"MF,FW",19,2006.0,0.5,20,20,0,0,0,0,0,0,0,0,0,0,15,0,1
Serie A,2425,Juventus,Weston McKennie,USA,"MF,DF",26,1998.0,25.5,1115,1016,94,4,6,4,19,88,0,0,0,0,927,5,19
Serie A,2425,Lazio,Adam Marušić,MNE,DF,32,1992.0,25.5,1210,1019,190,26,0,3,49,164,0,0,0,0,1028,1,14
Serie A,2425,Lazio,Alessio Romagnoli,ITA,DF,30,1995.0,28.7,1716,1559,152,56,1,0,0,11,0,0,0,0,1575,5,7
Serie A,2425,Lazio,Arijon Ibrahimović,GER,MF,19,2005.0,0.1,4,3,1,0,0,0,0,0,0,0,0,0,3,0,0
Serie A,2425,Lazio,Boulaye Dia,SEN,"MF,FW",28,1996.0,23.2,575,562,11,1,7,5,2,0,0,0,0,0,481,2,12
Serie A,2425,Lazio,Christos Mandas,GRE,GK,23,2001.0,8.0,314,268,44,21,0,2,0,0,0,0,0,0,223,2,0
Serie A,2425,Lazio,Elseid Hysaj,ALB,DF,31,1994.0,4.2,234,203,31,3,1,1,10,28,0,0,0,0,191,0,5
Serie A,2425,Lazio,Fisayo Dele-Bashiru,NGA,"MF,FW",24,2001.0,10.5,359,354,4,4,0,0,7,0,0,0,0,0,315,1,7
Serie A,2425,Lazio,Gaetano Castrovilli,ITA,"MF,FW",28,1997.0,1.6,78,76,2,0,1,2,0,1,0,0,0,0,66,0,3
Serie A,2425,Lazio,Gustav Isaksen,DEN,FW,24,2001.0,24.1,781,709,69,12,2,5,109,9,48,40,2,0,598,3,31
Serie A,2425,Lazio,Ivan Provedel,ITA,GK,31,1994.0,29.0,1118,946,169,63,0,4,0,0,0,0,0,0,865,3,1
Serie A,2425,Lazio,Loum Tchaouna,FRA,"FW,MF",21,2003.0,7.3,247,223,24,1,1,2,32,4,15,11,3,0,172,0,5
Serie A,2425,Lazio,Luca Pellegrini,ITA,DF,26,1999.0,11.7,690,562,127,24,0,4,80,98,5,1,3,0,524,1,16
Serie A,2425,Lazio,Manuel Lazzari,ITA,DF,31,1993.0,15.6,770,633,136,15,1,3,97,121,0,0,0,0,609,1,23
Serie A,2425,Lazio,Mario Gila,ESP,DF,24,2000.0,29.5,1956,1868,84,50,4,18,5,7,0,0,0,0,1793,4,9
Serie A,2425,Lazio,Mattia Zaccagni,ITA,FW,29,1995.0,29.0,1111,955,154,39,9,6,148,20,95,46,30,0,842,2,30
Serie A,2425,Lazio,Mattéo Guendouzi,FRA,MF,26,1999.0,35.3,2110,2004,100,62,6,25,20,28,7,0,0,0,1896,6,22
Serie A,2425,Lazio,Matías Vecino,URU,MF,33,1991.0,9.6,396,386,9,9,4,4,2,0,0,0,0,0,321,1,9
Serie A,2425,Lazio,Nicolò Casale,ITA,DF,27,1998.0,1.5,110,110,0,0,0,0,0,0,0,0,0,0,100,0,0
Serie A,2425,Lazio,Nicolò Rovella,ITA,MF,23,2001.0,29.4,2016,1933,80,51,7,16,34,8,16,5,7,0,1808,3,11
Serie A,2425,Lazio,Nuno Tavares,POR,DF,25,2000.0,17.9,988,805,182,37,2,6,114,136,9,4,4,0,782,1,26
Serie A,2425,Lazio,Oliver Nielsen,DEN,DF,21,2003.0,0.4,20,15,5,0,0,0,0,3,0,0,0,0,18,0,1
Serie A,2425,Lazio,Patric,ESP,DF,32,1993.0,6.7,403,388,12,11,0,4,2,0,0,0,0,0,356,3,0
Serie A,2425,Lazio,Pedro,ESP,"FW,MF",37,1987.0,11.7,561,513,45,14,10,2,51,6,20,11,6,0,453,3,11
Serie A,2425,Lazio,Reda Belahyane,MAR,MF,20,2004.0,2.2,94,93,1,0,0,0,0,1,0,0,0,0,85,0,1
Serie A,2425,Lazio,Samuel Gigot,FRA,DF,31,1993.0,7.6,312,295,17,12,0,0,0,1,0,0,0,0,287,0,2
Serie A,2425,Lazio,Tijjani Noslin,NED,"FW,MF",25,1999.0,9.4,244,228,15,0,3,3,14,2,0,0,0,0,183,1,9
Serie A,2425,Lazio,Valentín Castellanos,ARG,FW,26,1998.0,25.5,526,476,48,0,9,1,25,5,0,0,0,0,356,2,20
Serie A,2425,Lecce,Andy Pelmard,FRA,DF,25,2000.0,1.4,34,25,9,1,0,0,0,8,0,0,0,0,27,0,1
Serie A,2425,Lecce,Ante Rebić,CRO,"FW,MF",31,1993.0,8.8,298,275,22,0,2,0,32,2,8,5,3,0,182,1,24
Serie A,2425,Lecce,Antonino Gallo,ITA,DF,25,2000.0,28.0,1221,934,282,20,1,4,115,241,21,10,8,0,808,5,30
Serie A,2425,Lecce,Balthazar Pierret,FRA,MF,25,2000.0,19.1,833,810,21,17,0,7,9,0,4,3,1,0,696,2,6
Serie A,2425,Lecce,Danilo Veiga,POR,DF,22,2002.0,4.0,158,129,28,2,0,0,17,26,0,0,0,0,102,1,5
Serie A,2425,Lecce,Federico Baschirotto,ITA,DF,28,1996.0,37.0,1610,1440,167,78,0,15,5,9,0,0,0,0,1390,3,5
Serie A,2425,Lecce,Filip Marchwiński,POL,MF,23,2002.0,0.2,5,5,0,0,0,0,0,0,0,0,0,0,4,0,1
Serie A,2425,Lecce,Frederic Guilbert,FRA,DF,30,1994.0,26.1,1255,940,310,39,4,2,54,269,1,0,0,0,963,5,26
Serie A,2425,Lecce,Gaby Jean,FRA,DF,25,2000.0,15.4,862,773,87,29,0,4,1,12,0,0,0,0,727,2,10
Serie A,2425,Lecce,Hamza Rafia,TUN,MF,26,1999.0,11.8,527,455,70,28,2,1,45,1,25,9,10,0,409,2,11
Serie A,2425,Lecce,Jesper Karlsson,SWE,FW,26,1998.0,4.9,145,128,16,2,0,1,25,1,13,6,3,0,101,1,5
Serie A,2425,Lecce,Kevin Bonifazi,ITA,DF,29,1996.0,0.7,42,38,4,3,0,1,0,0,0,0,0,0,37,0,0
Serie A,2425,Lecce,Kialonda,ANG,DF,27,1997.0,22.8,909,866,41,35,0,5,3,4,0,0,0,0,785,2,5
Serie A,2425,Lecce,Konan N'dri,CIV,"FW,MF",24,2000.0,3.4,67,65,2,0,0,1,13,0,2,1,0,0,45,0,1
Serie A,2425,Lecce,Lameck Banda,ZAM,"FW,MF",24,2001.0,6.8,162,155,7,2,2,1,26,3,2,1,1,0,125,0,3
Serie A,2425,Lecce,Lassana Coulibaly,MLI,MF,29,1996.0,28.6,939,917,20,20,5,4,12,0,0,0,0,0,768,2,22
Serie A,2425,Lecce,Marco Sala,ITA,DF,25,1999.0,0.8,50,40,10,0,0,0,8,9,1,1,0,0,36,0,0
Serie A,2425,Lecce,Medon Berisha,ALB,MF,21,2003.0,7.3,382,332,48,28,2,5,26,5,13,5,8,0,300,2,4
Serie A,2425,Lecce,Mohamed Kaba,FRA,MF,23,2001.0,4.7,169,166,3,3,1,1,1,0,0,0,0,0,137,0,3
Serie A,2425,Lecce,Nicola Sansone,ITA,"MF,FW",33,1991.0,0.7,22,18,4,1,0,0,4,0,3,2,1,0,18,0,0
Serie A,2425,Lecce,Nikola Krstović,MNE,FW,25,2000.0,33.0,636,568,66,3,4,4,7,7,0,0,0,0,425,2,27
Serie A,2425,Lecce,Patrick Dorgu,DEN,"DF,FW",20,2004.0,20.4,748,643,104,13,3,7,40,90,1,0,0,0,580,1,24
Serie A,2425,Lecce,Rareș-Cătălin Burnete,ROU,FW,21,2004.0,0.3,9,7,2,0,0,0,0,0,0,0,0,0,5,0,0
Serie A,2425,Lecce,Remi Oudin,FRA,"MF,FW",28,1996.0,3.3,143,118,23,9,2,4,23,4,10,6,3,0,96,2,5
Serie A,2425,Lecce,Santiago Pierotti,ARG,FW,24,2001.0,21.0,426,412,11,3,2,2,17,7,0,0,0,0,304,3,23
Serie A,2425,Lecce,Tete Morente,ESP,"FW,MF",28,1996.0,22.5,729,697,27,2,3,5,56,21,4,0,3,0,545,5,29
Serie A,2425,Lecce,Tiago Gabriel,POR,DF,20,2004.0,1.1,40,39,1,1,1,0,0,0,0,0,0,0,35,0,2
Serie A,2425,Lecce,Valentin Gendrey,FRA,DF,24,2000.0,2.0,55,41,14,0,0,0,3,14,0,0,0,0,42,0,0
Serie A,2425,Lecce,Wladimiro Falcone,ITA,GK,30,1995.0,37.0,1162,866,291,123,0,1,0,0,0,0,0,0,712,5,0
Serie A,2425,Lecce,Ylber Ramadani,ALB,MF,29,1996.0,19.3,830,805,20,17,2,4,6,1,1,1,0,0,683,5,10
Serie A,2425,Lecce,Þórir Jóhann Helgason,ISL,MF,24,2000.0,12.5,386,310,75,16,0,3,71,1,52,13,34,0,248,1,10
Serie A,2425,Milan,Alejandro Jiménez,ESP,"DF,FW",20,2005.0,13.7,556,489,67,10,3,3,37,57,0,0,0,0,446,0,20
Serie A,2425,Milan,Alexis Saelemaekers,BEL,"DF,FW",25,1999.0,1.0,78,64,13,2,0,0,10,7,4,2,1,0,66,1,0
Serie A,2425,Milan,Bob Murphy Omoregbe,ITA,MF,21,2003.0,0.0,2,2,0,0,0,0,1,0,0,0,0,0,1,0,0
Serie A,2425,Milan,Christian Pulisic,USA,"FW,MF",26,1998.0,26.6,1015,901,107,22,15,1,117,15,70,47,6,0,770,7,23
Serie A,2425,Milan,Davide Bartesaghi,ITA,"DF,MF",19,2005.0,0.6,30,25,5,1,0,0,6,4,0,0,0,0,21,0,2
Serie A,2425,Milan,Davide Calabria,ITA,DF,28,1996.0,3.5,223,204,19,5,1,1,16,14,0,0,0,0,193,0,5
Serie A,2425,Milan,Emerson,BRA,DF,26,1999.0,15.3,909,796,110,26,0,3,45,84,0,0,0,0,784,3,23
Serie A,2425,Milan,Fikayo Tomori,ENG,DF,27,1997.0,16.7,1036,960,74,38,2,4,4,25,0,0,0,0,956,2,5
Serie A,2425,Milan,Filippo Terracciano,ITA,"DF,MF",22,2003.0,6.0,257,219,38,7,1,1,3,31,0,0,0,0,226,0,2
Serie A,2425,Milan,Francesco Camarda,ITA,"FW,MF",17,2008.0,1.8,31,28,3,0,0,0,1,0,0,0,0,0,26,0,0
Serie A,2425,Milan,Ismaël Bennacer,ALG,MF,27,1997.0,3.3,221,210,11,7,0,5,6,1,3,2,0,0,197,0,1
Serie A,2425,Milan,João Félix,POR,MF,25,1999.0,7.6,270,254,13,3,2,1,5,5,1,0,0,0,217,3,9
Serie A,2425,Milan,Kevin Zeroli,ITA,MF,20,2005.0,0.1,9,9,0,0,0,0,0,0,0,0,0,0,9,0,0
Serie A,2425,Milan,Kyle Walker,ENG,DF,34,1990.0,7.3,422,372,50,11,0,2,11,39,0,0,0,0,370,0,3
Serie A,2425,Milan,Luka Jović,SRB,"FW,MF",27,1997.0,5.7,134,122,11,0,3,1,2,0,0,0,0,0,110,1,1
Serie A,2425,Milan,Malick Thiaw,GER,DF,23,2001.0,20.1,1269,1213,51,34,2,6,3,2,0,0,0,0,1181,5,2
Serie A,2425,Milan,Marco Sportiello,ITA,GK,33,1992.0,1.4,61,44,16,2,0,0,0,0,0,0,0,0,51,1,0
Serie A,2425,Milan,Matteo Gabbia,ITA,DF,25,1999.0,22.9,1373,1329,40,33,0,11,2,4,0,0,0,0,1250,4,6
Serie A,2425,Milan,Mattia Liberali,ITA,MF,18,2007.0,0.7,31,31,0,0,0,0,2,0,0,0,0,0,24,0,2
Serie A,2425,Milan,Mike Maignan,FRA,GK,29,1995.0,35.6,1530,1264,262,70,2,2,0,1,0,0,0,0,1318,4,1
Serie A,2425,Milan,Noah Okafor,SUI,FW,25,2000.0,4.6,105,96,9,1,0,0,13,1,1,1,0,0,77,0,2
Serie A,2425,Milan,Rafael Leão,POR,FW,25,1999.0,25.8,849,814,31,4,10,4,55,19,8,0,0,0,630,4,27
Serie A,2425,Milan,Riccardo Sottil,ITA,"FW,MF",25,1999.0,1.4,55,50,4,1,0,1,9,1,2,1,0,0,41,1,0
Serie A,2425,Milan,Ruben Loftus-Cheek,ENG,MF,29,1996.0,10.5,419,413,6,6,1,2,7,0,0,0,0,0,371,0,4
Serie A,2425,Milan,Samuel Chukwueze,NGA,"FW,MF",26,1999.0,9.8,400,363,33,4,4,5,49,13,16,10,1,0,301,4,8
Serie A,2425,Milan,Santiago Giménez,MEX,FW,24,2001.0,7.4,98,82,16,0,1,0,2,2,1,0,0,0,79,0,2
Serie A,2425,Milan,Strahinja Pavlović,SRB,DF,24,2001.0,19.7,1295,1214,77,33,0,2,9,7,0,0,0,0,1139,4,13
Serie A,2425,Milan,Tammy Abraham,ENG,FW,27,1997.0,13.1,221,203,17,0,5,0,3,0,0,0,0,0,152,1,6
Serie A,2425,Milan,Theo Hernández,FRA,DF,27,1997.0,30.0,1639,1314,320,70,4,10,111,175,75,52,4,0,1373,5,37
Serie A,2425,Milan,Tijjani Reijnders,NED,MF,26,1998.0,33.8,1477,1362,110,63,14,3,45,7,31,16,6,0,1286,5,16
Serie A,2425,Milan,Warren Bondo,FRA,MF,21,2003.0,1.8,84,82,2,2,0,0,1,0,0,0,0,0,77,0,1
Serie A,2425,Milan,Youssouf Fofana,FRA,MF,26,1999.0,27.7,1439,1385,50,47,13,7,10,3,0,0,0,0,1233,4,7
Serie A,2425,Milan,Yunus Musah,USA,"MF,FW",22,2002.0,17.0,704,674,29,7,3,2,24,21,1,0,0,0,612,1,11
Serie A,2425,Milan,Álvaro Morata,ESP,"FW,MF",32,1992.0,12.2,268,249,19,2,3,5,13,0,0,0,0,0,202,0,4
Serie A,2425,Monza,Alessandro Bianco,ITA,MF,22,2002.0,27.9,1481,1400,75,65,4,13,22,3,0,0,0,0,1274,6,22
Serie A,2425,Monza,Andrea Carboni,ITA,DF,24,2001.0,23.3,1113,1038,68,27,0,8,15,13,0,0,0,0,947,7,16
Serie A,2425,Monza,Andrea Petagna,ITA,FW,29,1995.0,3.6,69,62,7,0,0,1,1,0,0,0,0,0,44,0,2
Serie A,2425,Monza,Armando Izzo,ITA,DF,33,1992.0,26.9,1472,1348,123,75,2,7,7,26,0,0,0,0,1294,1,11
Serie A,2425,Monza,Arvid Brorsson,SWE,DF,26,1999.0,4.0,247,236,10,7,0,0,0,1,0,0,0,0,224,1,0
Serie A,2425,Monza,Daniel Maldini,ITA,"MF,FW",23,2001.0,14.5,382,344,37,9,1,4,38,2,11,4,7,0,261,1,14
Serie A,2425,Monza,Danilo D'Ambrosio,ITA,DF,36,1988.0,12.2,652,552,96,37,1,2,9,34,0,0,0,0,566,4,4
Serie A,2425,Monza,Dany Mota,POR,"FW,MF",27,1998.0,23.4,569,533,35,2,4,6,38,6,0,0,0,0,412,1,24
Serie A,2425,Monza,Gaetano Castrovilli,ITA,MF,28,1997.0,6.4,225,207,18,9,1,1,13,4,5,2,2,0,176,0,8
Serie A,2425,Monza,Gianluca Caprari,ITA,"MF,FW",31,1993.0,17.6,696,611,83,20,8,3,79,4,41,14,24,0,549,2,17
Serie A,2425,Monza,Giorgos Kyriakopoulos,GRE,DF,29,1996.0,30.6,1375,1042,329,35,3,2,167,249,45,14,25,0,1024,4,38
Serie A,2425,Monza,Jean-Daniel Akpa-Akpro,CIV,"MF,DF",32,1992.0,9.7,315,297,17,4,0,0,6,13,0,0,0,0,249,1,13
Serie A,2425,Monza,Kacper Urbanski,POL,MF,20,2004.0,5.6,249,242,7,5,1,2,4,1,1,0,1,0,215,0,6
Serie A,2425,Monza,Keita Baldé,SEN,FW,30,1995.0,6.2,194,189,5,2,0,0,6,1,1,0,0,0,173,0,4
Serie A,2425,Monza,Kevin Martins,ITA,"MF,DF",20,2005.0,2.0,56,51,5,0,0,0,6,5,0,0,0,0,38,0,3
Serie A,2425,Monza,Kevin Zeroli,ITA,MF,20,2005.0,4.4,96,96,0,0,0,1,2,0,0,0,0,0,71,0,4
Serie A,2425,Monza,Luca Caldirola,ITA,DF,34,1991.0,8.9,565,524,41,28,0,0,1,2,0,0,0,0,510,0,2
Serie A,2425,Monza,Matteo Pessina,ITA,MF,28,1997.0,9.5,490,462,26,14,0,1,6,0,0,0,0,0,424,2,3
Serie A,2425,Monza,Mattia Valoti,ITA,MF,31,1993.0,0.4,19,18,1,1,0,0,0,0,0,0,0,0,12,0,0
Serie A,2425,Monza,Milan Đurić,BIH,FW,35,1990.0,14.1,266,261,5,0,0,2,0,0,0,0,0,0,131,0,1
Serie A,2425,Monza,Mirko Marić,CRO,"FW,MF",30,1995.0,1.2,41,40,1,0,0,0,2,1,0,0,0,0,26,0,2
Serie A,2425,Monza,Omari Forson,ENG,"MF,FW",20,2004.0,2.5,113,109,3,1,0,0,9,2,0,0,0,0,92,1,6
Serie A,2425,Monza,Pablo Marí,ESP,DF,31,1993.0,18.1,1112,1020,89,41,0,5,1,2,0,0,0,0,997,3,2
Serie A,2425,Monza,Patrick Ciurria,ITA,"MF,DF",30,1995.0,11.6,408,329,76,19,1,2,59,33,23,5,12,0,291,3,13
Serie A,2425,Monza,Pedro Pereira,POR,DF,27,1998.0,28.6,1095,953,140,15,2,2,57,125,0,0,0,0,880,2,29
Serie A,2425,Monza,Roberto Gagliardini,ITA,"MF,DF",31,1994.0,2.0,124,118,6,6,0,1,1,0,0,0,0,0,107,0,2
Serie A,2425,Monza,Samuele Birindelli,ITA,DF,25,1999.0,15.3,584,499,83,5,0,1,61,78,0,0,0,0,445,2,16
Serie A,2425,Monza,Samuele Vignato,ITA,MF,21,2004.0,5.2,167,166,1,0,1,1,14,1,0,0,0,0,126,0,5
Serie A,2425,Monza,Semuel Pizzignacco,ITA,GK,23,2001.0,7.3,283,225,58,16,0,1,0,1,0,0,0,0,207,0,0
Serie A,2425,Monza,Silvère Ganvoula M'Boussy,CGO,FW,28,1996.0,3.6,60,51,9,0,0,0,0,0,0,0,0,0,37,0,4
Serie A,2425,Monza,Stefan Lekovic,SRB,DF,21,2004.0,4.1,188,185,3,1,0,0,0,2,0,0,0,0,162,0,2
Serie A,2425,Monza,Stefano Sensi,ITA,MF,29,1995.0,2.8,265,254,10,6,0,3,10,1,3,0,3,0,229,1,1
Serie A,2425,Monza,Stefano Turati,ITA,GK,23,2001.0,29.7,1077,851,222,91,0,1,0,0,0,0,0,0,764,4,1
Serie A,2425,Monza,Tomás Palacios,ARG,DF,22,2003.0,5.0,362,338,23,12,1,2,1,2,0,0,0,0,321,1,6
Serie A,2425,Monza,Warren Bondo,FRA,MF,21,2003.0,18.0,615,595,19,14,0,4,7,3,0,0,0,0,547,1,9
Serie A,2425,Napoli,Alessandro Buongiorno,ITA,DF,25,1999.0,21.4,1279,1223,53,39,0,2,1,3,0,0,0,0,1161,3,8
Serie A,2425,Napoli,Alessio Zerbin,ITA,"FW,DF",26,1999.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Serie A,2425,Napoli,Alex Meret,ITA,GK,28,1997.0,33.4,1223,983,239,58,0,2,0,0,0,0,0,0,1050,1,0
Serie A,2425,Napoli,Amir Rrahmani,KVX,DF,31,1994.0,37.8,2781,2636,144,101,2,15,1,10,0,0,0,0,2531,1,11
Serie A,2425,Napoli,Andre-Frank Zambo Anguissa,CMR,MF,29,1995.0,31.7,1509,1480,29,18,1,6,23,11,0,0,0,0,1275,0,25
Serie A,2425,Napoli,Billy Gilmour,SCO,MF,23,2001.0,13.1,907,877,30,18,3,3,18,2,10,7,3,0,803,0,5
Serie A,2425,Napoli,Cyril Ngonge,BEL,FW,24,2000.0,2.4,87,80,7,2,0,1,11,0,5,4,0,0,68,0,1
Serie A,2425,Napoli,David Neres,BRA,FW,28,1997.0,14.3,555,504,49,4,3,0,92,9,35,10,19,1,420,2,20
Serie A,2425,Napoli,Elia Caprile,ITA,GK,23,2001.0,3.6,98,77,20,5,0,0,0,0,0,0,0,0,81,1,0
Serie A,2425,Napoli,Giacomo Raspadori,ITA,"FW,MF",25,2000.0,12.3,409,340,68,15,2,2,67,1,39,25,10,0,280,1,18
Serie A,2425,Napoli,Giovanni Di Lorenzo,ITA,DF,31,1993.0,37.0,2236,1865,357,56,2,7,63,299,0,0,0,0,1870,14,48
Serie A,2425,Napoli,Giovanni Simeone,ARG,FW,29,1995.0,4.7,113,110,3,0,1,1,3,0,0,0,0,0,79,0,6
Serie A,2425,Napoli,Juan Jesus,BRA,DF,33,1991.0,11.9,853,800,51,40,1,0,0,3,0,0,0,0,764,2,10
Serie A,2425,Napoli,Khvicha Kvaratskhelia,GEO,"FW,MF",24,2001.0,13.1,461,401,56,14,7,5,51,11,30,20,5,0,352,4,14
Serie A,2425,Napoli,Leonardo Spinazzola,ITA,"DF,FW",32,1993.0,16.9,895,743,149,15,2,5,65,122,12,5,3,0,710,3,26
Serie A,2425,Napoli,Mathías Olivera,URU,DF,27,1997.0,26.3,1580,1377,196,29,1,6,22,167,0,0,0,0,1350,7,32
Serie A,2425,Napoli,Matteo Politano,ITA,"FW,MF",31,1993.0,31.2,1261,1131,123,18,1,10,229,26,78,66,3,1,873,7,57
Serie A,2425,Napoli,Michael Folorunsho,ITA,"FW,MF",27,1998.0,0.4,14,14,0,0,0,0,0,0,0,0,0,0,10,0,0
Serie A,2425,Napoli,Noah Okafor,SUI,"FW,MF",25,2000.0,0.4,17,16,1,1,0,0,3,0,0,0,0,0,11,0,0
