league,season,team,player,nation,position,age,born_year,90s,touches,touches_def_penalty_area,touches_def_third,touches_mid_third,touches_ofe_third,touches_ofe_penalty_area,touches_live,take_ons_attempted,take_ons_successful,perc_take_ons,times_tackled_during_take_ons,perc_tackles,carries,carries_distance,progressive_carries_distance,progressive_carries,carries_into_ofe_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received
Serie A,2425,Fiorentina,Andrea Colpani,ITA,"FW,MF",26,1999.0,16.1,609,9,62,251,299,49,609,27,12,44.4,13,48.1,395,2413,1094,37,35,13,26,22,449,129
Serie A,2425,Fiorentina,Antonín Barák,CZE,MF,30,1994.0,0.6,25,1,2,11,12,3,25,1,0,0.0,1,100.0,20,117,35,2,1,0,1,0,20,5
Serie A,2425,Fiorentina,Cher Ndour,ITA,"MF,DF",20,2004.0,4.4,259,7,49,142,71,8,259,4,2,50.0,1,25.0,153,981,383,12,7,1,5,6,185,26
Serie A,2425,Fiorentina,Christian Kouamé,CIV,"FW,MF",27,1997.0,6.9,286,10,28,127,132,35,286,20,7,35.0,11,55.0,151,713,288,7,6,3,17,13,205,46
Serie A,2425,Fiorentina,Cristiano Biraghi,ITA,DF,32,1992.0,4.8,335,28,120,150,65,1,335,0,0,0.0,0,0.0,178,695,296,3,2,1,3,0,229,17
Serie A,2425,Fiorentina,Danilo Cataldi,ITA,MF,30,1994.0,19.2,1147,55,284,720,151,7,1147,10,3,30.0,4,40.0,657,3018,1172,18,22,1,13,7,764,16
Serie A,2425,Fiorentina,David de Gea,ESP,GK,34,1990.0,34.0,1188,1038,1185,3,0,0,1188,0,0,0.0,0,0.0,664,3199,1901,0,0,0,0,0,572,0
Serie A,2425,Fiorentina,Dodô,BRA,DF,26,1998.0,33.6,2015,74,567,903,575,63,2015,110,51,46.4,44,40.0,1227,8333,4821,138,80,32,71,24,1255,179
Serie A,2425,Fiorentina,Edoardo Bove,ITA,"MF,FW",23,2002.0,9.5,437,12,80,244,117,21,437,16,7,43.8,7,43.8,251,1288,531,12,19,2,13,11,286,24
Serie A,2425,Fiorentina,Fabiano Parisi,ITA,"DF,MF",24,2000.0,12.5,607,19,198,263,159,16,607,26,10,38.5,11,42.3,341,2113,1128,25,17,10,18,16,340,35
Serie A,2425,Fiorentina,Jonathan Ikone,FRA,"FW,MF",27,1998.0,3.7,148,2,21,52,79,19,148,17,7,41.2,9,52.9,101,790,399,12,9,4,4,7,110,39
Serie A,2425,Fiorentina,Luca Ranieri,ITA,DF,26,1999.0,33.1,2043,265,1057,932,67,15,2043,19,9,47.4,9,47.4,1186,5686,2880,22,18,2,10,3,1345,10
Serie A,2425,Fiorentina,Lucas Beltrán,ARG,"FW,MF",24,2001.0,20.8,763,15,88,409,274,46,760,30,15,50.0,14,46.7,455,2249,814,22,18,7,40,41,573,91
Serie A,2425,Fiorentina,Lucas Martínez Quarta,ARG,DF,29,1996.0,3.9,316,39,157,139,21,6,316,2,2,100.0,0,0.0,181,1010,589,3,2,1,5,1,208,2
Serie A,2425,Fiorentina,Maat Daniel Caprini,ITA,FW,19,2006.0,0.1,13,0,1,6,6,0,13,2,0,0.0,1,50.0,5,35,6,0,0,0,3,1,6,3
Serie A,2425,Fiorentina,Marin Pongračić,CRO,DF,27,1997.0,15.1,906,135,484,394,41,6,906,12,8,66.7,3,25.0,547,3482,1459,7,13,1,10,7,573,5
Serie A,2425,Fiorentina,Matias Moreno,ARG,DF,21,2003.0,1.6,98,8,41,48,10,1,98,3,3,100.0,0,0.0,55,251,145,1,0,0,1,1,55,1
Serie A,2425,Fiorentina,Michael Folorunsho,ITA,"FW,MF",27,1998.0,7.2,342,6,71,164,113,16,342,18,9,50.0,6,33.3,190,1030,429,13,5,5,12,9,213,33
Serie A,2425,Fiorentina,Michael Kayode,ITA,"DF,FW",20,2004.0,1.4,88,5,30,34,24,2,88,6,3,50.0,0,0.0,42,218,96,3,1,1,1,3,43,6
Serie A,2425,Fiorentina,Moise Kean,ITA,FW,25,2000.0,29.0,673,28,49,297,347,124,671,96,41,42.7,47,49.0,440,2356,1009,38,25,30,95,53,521,138
Serie A,2425,Fiorentina,Nicolò Fagioli,ITA,MF,24,2001.0,9.7,609,22,132,338,146,6,609,17,7,41.2,7,41.2,402,2056,820,13,21,0,17,10,446,16
Serie A,2425,Fiorentina,Nicolò Zaniolo,ITA,FW,25,1999.0,3.8,131,2,13,58,64,12,131,17,6,35.3,8,47.1,100,671,255,8,6,1,18,10,116,20
Serie A,2425,Fiorentina,Pablo Marí,ESP,DF,31,1993.0,11.2,690,126,406,272,15,5,690,1,0,0.0,1,100.0,355,1327,523,2,4,0,0,2,404,0
Serie A,2425,Fiorentina,Pietro Comuzzo,ITA,DF,20,2005.0,23.6,1468,163,703,710,58,8,1468,2,0,0.0,2,100.0,850,3583,1721,12,10,1,15,4,937,11
Serie A,2425,Fiorentina,Pietro Terracciano,ITA,GK,35,1990.0,3.0,96,80,96,0,0,0,96,0,0,0.0,0,0.0,67,285,144,0,0,0,0,0,58,0
Serie A,2425,Fiorentina,Riccardo Sottil,ITA,"FW,MF",25,1999.0,9.3,356,2,35,118,217,41,356,27,11,40.7,9,33.3,272,2907,1868,71,31,27,21,8,285,100
Serie A,2425,Fiorentina,Robin Gosens,GER,DF,30,1994.0,27.0,1535,80,506,675,365,52,1535,10,4,40.0,5,50.0,738,3197,1563,29,21,1,28,5,912,79
Serie A,2425,Fiorentina,Rolando Mandragora,ITA,MF,27,1997.0,20.5,1063,62,245,603,227,20,1062,14,7,50.0,6,42.9,550,2083,944,10,16,0,10,4,697,32
Serie A,2425,Fiorentina,Sofyan Amrabat,MAR,MF,28,1996.0,2.0,140,6,24,103,14,0,140,0,0,0.0,0,0.0,84,388,196,2,0,0,1,2,103,1
Serie A,2425,Fiorentina,Tommaso Rubino,ITA,MF,18,2006.0,0.1,3,0,1,2,0,0,3,0,0,0.0,0,0.0,3,5,4,0,0,0,0,0,1,0
Serie A,2425,Fiorentina,Yacine Adli,FRA,MF,24,2000.0,13.7,1021,31,177,607,248,11,1021,32,12,37.5,16,50.0,618,3613,1680,24,28,3,19,8,690,30
Serie A,2425,Genoa,Aarón Martín,ESP,DF,28,1997.0,33.3,1914,84,546,789,604,20,1914,26,12,46.2,12,46.2,859,4732,2239,49,30,4,22,17,1021,108
Serie A,2425,Genoa,Alan Matturro,URU,DF,20,2004.0,10.0,458,51,243,170,47,9,458,5,3,60.0,2,40.0,218,1207,646,12,5,1,6,3,260,9
Serie A,2425,Genoa,Alessandro Marcandalli,ITA,DF,22,2002.0,0.5,24,6,17,6,1,0,24,0,0,0.0,0,0.0,11,20,4,0,1,0,0,0,11,0
Serie A,2425,Genoa,Alessandro Vogliacco,ITA,DF,26,1998.0,7.9,407,37,183,189,35,5,407,1,0,0.0,1,100.0,208,1139,666,9,8,1,2,1,258,2
Serie A,2425,Genoa,Alessandro Zanoli,ITA,"FW,DF",24,2000.0,19.0,720,29,165,298,267,43,720,56,20,35.7,32,57.1,364,3333,1829,65,48,24,32,9,442,90
Serie A,2425,Genoa,Andrea Pinamonti,ITA,FW,26,1999.0,31.7,952,32,77,531,349,116,951,23,11,47.8,12,52.2,491,1829,557,20,12,11,67,34,710,132
Serie A,2425,Genoa,Benjamin Siegrist,SUI,GK,33,1992.0,1.0,41,37,41,0,0,0,41,0,0,0.0,0,0.0,28,185,78,0,0,0,0,0,18,0
Serie A,2425,Genoa,Brooke Norton-Cuffy,ENG,"DF,FW",21,2004.0,7.1,320,18,103,159,63,5,320,20,7,35.0,11,55.0,172,971,423,10,11,2,12,7,188,19
Serie A,2425,Genoa,Caleb Ekuban,GHA,FW,31,1994.0,5.9,167,5,16,67,86,26,167,10,3,30.0,7,70.0,93,456,200,7,4,4,17,12,121,42
Serie A,2425,Genoa,David Akpan Ankeye,NGA,"FW,MF",23,2002.0,0.5,9,1,2,3,4,0,9,1,1,100.0,0,0.0,6,54,8,0,1,0,0,2,10,3
Serie A,2425,Genoa,Emil Bohinen,NOR,MF,26,1999.0,1.8,109,12,30,52,28,3,109,0,0,0.0,0,0.0,51,463,224,6,3,0,4,2,72,2
Serie A,2425,Genoa,Fabio Miretti,ITA,"MF,FW",21,2003.0,18.6,847,15,137,407,316,56,847,73,25,34.2,38,52.1,461,2721,1209,33,22,14,63,36,549,100
Serie A,2425,Genoa,Federico Accornero,ITA,MF,21,2004.0,0.1,8,1,2,3,3,0,8,0,0,0.0,0,0.0,5,25,18,0,1,0,2,0,5,0
Serie A,2425,Genoa,Filippo Melegoni,ITA,"MF,FW",26,1999.0,1.0,27,2,12,8,7,1,27,2,1,50.0,1,50.0,13,67,28,0,1,0,3,1,15,2
Serie A,2425,Genoa,Gastón Pereiro,URU,MF,29,1995.0,0.3,17,1,3,6,8,2,17,0,0,0.0,0,0.0,7,22,6,0,0,0,0,0,13,2
Serie A,2425,Genoa,Honest Ahanor,ITA,"DF,MF",17,2008.0,3.0,106,8,27,43,38,7,106,1,0,0.0,0,0.0,52,282,119,3,1,0,7,2,50,7
Serie A,2425,Genoa,Jean Onana,CMR,MF,25,2000.0,2.4,139,7,39,85,16,1,139,3,1,33.3,1,33.3,60,205,50,1,1,0,5,5,76,3
Serie A,2425,Genoa,Jeff Ekhator,ITA,"FW,MF",18,2006.0,8.2,247,9,32,93,128,26,247,13,4,30.8,6,46.2,124,599,161,4,5,5,32,9,164,49
Serie A,2425,Genoa,Johan Vásquez,MEX,DF,26,1998.0,33.8,2190,304,1100,971,128,46,2190,7,5,71.4,2,28.6,1202,6541,3435,37,21,2,24,5,1387,12
Serie A,2425,Genoa,Junior Messias,BRA,"MF,FW",34,1991.0,8.4,360,17,51,171,146,17,359,40,10,25.0,22,55.0,206,1676,976,31,26,5,32,4,231,48
Serie A,2425,Genoa,Koni De Winter,BEL,DF,22,2002.0,22.7,1485,151,764,635,99,33,1485,14,5,35.7,9,64.3,782,4224,1945,9,6,0,15,8,915,10
Serie A,2425,Genoa,Lior Kasa,ISR,"MF,FW",19,2005.0,2.6,111,8,26,54,33,6,111,5,1,20.0,2,40.0,58,288,124,1,3,0,6,1,64,7
Serie A,2425,Genoa,Lorenzo Venturino,ITA,"FW,MF",18,2006.0,1.2,63,2,17,23,25,3,63,3,2,66.7,1,33.3,31,257,103,3,0,1,7,1,35,7
Serie A,2425,Genoa,Mario Balotelli,ITA,"FW,MF",34,1990.0,0.7,23,1,4,7,12,1,23,0,0,0.0,0,0.0,10,46,23,0,1,0,1,0,16,5
Serie A,2425,Genoa,Mattia Bani,ITA,DF,31,1993.0,16.1,1005,170,653,333,24,10,1005,5,2,40.0,0,0.0,532,2247,993,6,1,0,3,3,670,3
Serie A,2425,Genoa,Maxwel Cornet,CIV,"FW,MF",28,1996.0,2.6,95,1,9,42,45,13,95,8,3,37.5,4,50.0,53,306,154,8,7,5,5,3,71,26
Serie A,2425,Genoa,Milan Badelj,CRO,MF,36,1989.0,16.4,1014,58,268,623,129,13,1014,20,9,45.0,9,45.0,499,1952,803,8,8,2,19,11,658,14
Serie A,2425,Genoa,Morten Frendrup,DEN,MF,24,2001.0,34.5,1647,84,424,939,303,22,1647,24,10,41.7,11,45.8,737,3540,1548,24,20,5,41,24,876,29
Serie A,2425,Genoa,Morten Thorsby,NOR,"MF,FW",29,1996.0,21.1,753,29,142,371,247,66,753,22,9,40.9,13,59.1,295,1529,684,24,17,6,45,28,470,76
Serie A,2425,Genoa,Nicola Leali,ITA,GK,32,1993.0,29.0,999,879,985,14,0,0,999,0,0,0.0,0,0.0,523,2571,1480,0,0,0,0,0,434,0
Serie A,2425,Genoa,Patrizio Masini,ITA,MF,24,2001.0,16.1,846,41,198,495,165,22,846,22,10,45.5,8,36.4,379,1925,729,16,16,1,25,12,447,27
Serie A,2425,Genoa,Pierluigi Gollini,ITA,GK,30,1995.0,7.0,269,220,268,1,0,0,269,0,0,0.0,0,0.0,131,705,467,0,0,0,0,0,140,0
Serie A,2425,Genoa,Ruslan Malinovskyi,UKR,"MF,FW",32,1993.0,4.3,242,6,43,134,66,0,242,4,3,75.0,1,25.0,151,711,244,3,9,0,7,5,163,10
Serie A,2425,Genoa,Sebastian Otoa,DEN,DF,21,2004.0,1.0,43,7,21,21,1,0,43,0,0,0.0,0,0.0,24,63,12,0,0,0,1,1,22,0
Serie A,2425,Genoa,Stefano Sabelli,ITA,DF,32,1993.0,22.6,1408,60,497,668,250,10,1408,12,3,25.0,5,41.7,635,3007,1819,35,23,1,21,4,754,43
Serie A,2425,Genoa,Vitinha,POR,"FW,MF",25,2000.0,14.1,552,29,87,245,236,51,552,67,22,32.8,41,61.2,299,2001,978,37,27,15,48,32,337,69
Serie A,2425,Hellas Verona,Abdou Harroui,NED,"MF,FW",27,1998.0,5.1,283,5,41,144,105,17,283,20,6,30.0,13,65.0,175,1241,631,23,20,4,12,10,203,34
Serie A,2425,Hellas Verona,Alphadjo Cissè,ITA,"FW,MF",18,2006.0,0.1,11,0,1,6,4,0,11,0,0,0.0,0,0.0,6,15,3,0,0,0,0,0,10,0
Serie A,2425,Hellas Verona,Amin Sarr,SWE,FW,24,2001.0,20.5,664,19,51,293,323,58,664,31,14,45.2,17,54.8,341,1687,711,31,13,11,55,26,485,101
Serie A,2425,Hellas Verona,Antoine Bernede,FRA,MF,25,1999.0,6.5,297,4,47,171,83,3,297,4,2,50.0,2,50.0,156,753,282,7,6,1,14,6,179,22
Serie A,2425,Hellas Verona,Casper Tengstedt,DEN,FW,24,2000.0,16.9,458,30,47,199,217,58,457,27,9,33.3,16,59.3,238,1247,564,29,14,13,36,6,303,85
Serie A,2425,Hellas Verona,Cheikh Tidiane Niasse,SEN,MF,25,2000.0,8.4,353,17,78,201,78,9,353,7,1,14.3,5,71.4,160,672,248,5,2,1,14,7,181,15
Serie A,2425,Hellas Verona,Dailon Livramento,CPV,"FW,MF",24,2001.0,10.1,286,9,25,102,167,39,286,23,6,26.1,15,65.2,155,1028,519,23,10,9,29,11,193,62
Serie A,2425,Hellas Verona,Daniel Bandeira,POR,MF,25,2000.0,4.5,266,12,75,171,24,0,266,1,1,100.0,0,0.0,148,750,352,1,2,0,4,6,167,4
Serie A,2425,Hellas Verona,Daniel Mosquera,COL,FW,25,1999.0,14.9,498,11,34,239,233,73,498,24,15,62.5,8,33.3,247,1221,480,17,15,9,43,16,345,83
Serie A,2425,Hellas Verona,Daniel Oyegoke,ENG,DF,22,2003.0,1.1,65,7,21,17,27,1,65,3,2,66.7,1,33.3,32,133,42,2,0,0,2,2,31,5
Serie A,2425,Hellas Verona,Daniele Ghilardi,ITA,DF,22,2003.0,21.5,1036,107,462,513,66,18,1036,9,2,22.2,2,22.2,518,2639,1298,16,15,1,9,2,595,6
Serie A,2425,Hellas Verona,Darko Lazović,SRB,"DF,MF",34,1990.0,16.2,659,47,146,250,269,29,658,22,7,31.8,13,59.1,318,1673,776,22,14,7,13,10,385,88
Serie A,2425,Hellas Verona,Davide Faraoni,ITA,DF,33,1991.0,2.9,136,15,47,47,43,4,136,1,0,0.0,1,100.0,55,232,106,2,1,0,3,0,66,13
Serie A,2425,Hellas Verona,Diego Coppola,ITA,DF,21,2003.0,31.5,1534,171,811,694,40,23,1534,5,1,20.0,4,80.0,736,3634,1395,4,4,0,9,5,780,3
Serie A,2425,Hellas Verona,Domagoj Bradarić,CRO,DF,25,1999.0,20.6,960,38,249,402,328,20,960,36,14,38.9,18,50.0,418,2523,1296,30,31,3,30,11,450,80
Serie A,2425,Hellas Verona,Faride Alidou,GER,"FW,MF",23,2001.0,0.8,31,2,5,11,17,0,31,4,2,50.0,2,50.0,17,98,44,1,3,0,1,1,19,2
Serie A,2425,Hellas Verona,Flavius Daniliuc,AUT,DF,24,2001.0,11.2,538,36,211,278,56,10,538,7,4,57.1,3,42.9,285,1302,671,8,4,0,7,4,306,8
Serie A,2425,Hellas Verona,Giangiacomo Magnani,ITA,DF,29,1995.0,11.8,540,82,276,240,30,14,540,4,1,25.0,3,75.0,251,1052,516,4,6,0,4,1,274,7
Serie A,2425,Hellas Verona,Grigoris Kastanos,CYP,"MF,FW",27,1998.0,9.7,438,8,69,218,156,14,438,15,0,0.0,14,93.3,239,1162,499,12,10,1,8,10,262,27
Serie A,2425,Hellas Verona,Jackson Tchatchoua,CMR,"DF,MF",23,2001.0,34.2,1369,76,355,548,486,35,1369,40,21,52.5,16,40.0,674,4373,2349,87,58,18,49,15,740,161
Serie A,2425,Hellas Verona,Junior Ajayi,CIV,FW,20,2004.0,0.1,5,0,0,3,2,0,5,0,0,0.0,0,0.0,5,25,7,0,0,0,1,0,5,0
Serie A,2425,Hellas Verona,Lorenzo Montipò,ITA,GK,29,1996.0,36.0,1170,919,1150,20,0,0,1170,0,0,0.0,0,0.0,508,3248,1873,0,0,0,1,0,412,0
Serie A,2425,Hellas Verona,Martin Frese,DEN,DF,27,1998.0,6.0,313,18,102,154,57,4,313,1,0,0.0,0,0.0,151,671,388,7,6,0,4,0,173,12
Serie A,2425,Hellas Verona,Mathis Lambourde,FRA,"FW,MF",19,2006.0,1.0,38,2,9,12,17,4,38,3,1,33.3,2,66.7,24,67,19,1,1,1,3,6,26,12
Serie A,2425,Hellas Verona,Nicolás Valentini,ARG,DF,24,2001.0,11.5,600,63,284,287,34,14,600,2,2,100.0,0,0.0,254,1129,591,4,1,1,5,2,292,1
Serie A,2425,Hellas Verona,Ondrej Duda,SVK,MF,30,1994.0,25.6,1432,70,290,859,300,4,1432,41,24,58.5,12,29.3,689,3477,1372,22,25,2,48,22,772,25
Serie A,2425,Hellas Verona,Paweł Dawidowicz,POL,"DF,MF",30,1995.0,19.5,960,89,389,517,57,10,960,4,2,50.0,1,25.0,454,2245,1228,10,7,0,6,3,544,3
Serie A,2425,Hellas Verona,Reda Belahyane,MAR,MF,20,2004.0,18.4,884,49,251,526,126,8,884,52,33,63.5,17,32.7,551,3272,1498,22,17,5,34,21,591,13
Serie A,2425,Hellas Verona,Simone Perilli,ITA,GK,30,1995.0,1.0,27,20,26,1,0,0,27,0,0,0.0,0,0.0,12,81,67,0,0,0,0,0,7,0
Serie A,2425,Hellas Verona,Suat Serdar,GER,MF,28,1997.0,14.4,631,29,114,367,157,28,631,33,17,51.5,13,39.4,356,1668,732,18,19,3,23,14,382,35
Serie A,2425,Hellas Verona,Tomáš Suslov,SVK,"MF,FW",22,2002.0,22.5,795,18,132,384,303,28,795,77,36,46.8,30,39.0,452,3148,1290,39,28,10,50,34,457,77
Serie A,2425,Hellas Verona,Yllan Okou,FRA,DF,22,2002.0,0.0,3,0,2,0,1,0,3,0,0,0.0,0,0.0,1,2,1,0,0,0,0,0,1,0
Serie A,2425,Inter,Alessandro Bastoni,ITA,DF,26,1999.0,26.7,2446,196,824,1181,454,28,2446,16,7,43.8,5,31.3,1633,8290,4995,62,72,5,26,5,1815,83
Serie A,2425,Inter,Benjamin Pavard,FRA,DF,29,1996.0,17.6,1291,112,479,657,162,35,1291,2,0,0.0,1,50.0,855,4903,2133,13,20,1,5,1,996,26
Serie A,2425,Inter,Carlos Augusto,BRA,DF,26,1999.0,18.8,1413,88,466,678,280,43,1413,12,7,58.3,5,41.7,834,4154,1948,31,26,4,18,13,997,83
Serie A,2425,Inter,Davide Frattesi,ITA,MF,25,1999.0,13.6,499,20,96,261,152,44,499,18,7,38.9,7,38.9,296,1650,858,23,15,7,20,4,345,50
Serie A,2425,Inter,Denzel Dumfries,NED,"DF,FW",29,1996.0,21.7,1046,35,182,423,456,95,1046,45,13,28.9,28,62.2,532,2725,1308,55,27,15,27,14,664,173
Serie A,2425,Inter,Federico Dimarco,ITA,"DF,FW",27,1997.0,24.2,1475,34,269,547,675,90,1475,10,4,40.0,6,60.0,789,3203,1820,47,35,13,18,10,1007,232
Serie A,2425,Inter,Francesco Acerbi,ITA,DF,37,1988.0,19.0,1484,139,648,733,108,20,1484,4,3,75.0,1,25.0,912,4174,2128,19,20,1,7,2,1102,22
Serie A,2425,Inter,Hakan Çalhanoğlu,TUR,MF,31,1994.0,21.6,1881,45,380,1010,500,23,1877,7,3,42.9,4,57.1,1151,5989,3103,52,53,6,21,9,1353,51
Serie A,2425,Inter,Henrikh Mkhitaryan,ARM,MF,36,1989.0,26.6,1747,45,259,954,541,44,1747,26,7,26.9,19,73.1,1036,5328,2799,72,56,13,27,15,1301,93
Serie A,2425,Inter,Joaquín Correa,ARG,"FW,MF",30,1994.0,8.1,438,5,40,217,187,39,438,10,6,60.0,4,40.0,292,1408,674,22,16,4,13,5,353,45
Serie A,2425,Inter,Josep Martinez,ESP,GK,26,1998.0,5.0,246,218,245,1,0,0,246,0,0,0.0,0,0.0,176,619,344,0,0,0,0,0,179,0
Serie A,2425,Inter,Kristjan Asllani,ALB,MF,23,2002.0,11.0,1061,25,258,638,167,9,1059,6,1,16.7,4,66.7,694,3094,1232,7,14,1,5,2,859,20
Serie A,2425,Inter,Lautaro Martínez,ARG,FW,27,1997.0,28.5,981,15,84,413,494,162,981,47,17,36.2,25,53.2,625,2739,1101,34,27,12,70,54,754,197
Serie A,2425,Inter,Luka Topalović,SVN,MF,19,2006.0,0.1,11,0,3,4,4,3,11,1,0,0.0,1,100.0,4,19,7,0,0,0,0,0,6,1
Serie A,2425,Inter,Marcus Thuram,FRA,FW,27,1997.0,25.4,830,21,71,333,439,160,830,53,24,45.3,22,41.5,453,3025,1468,62,33,36,55,29,612,170
Serie A,2425,Inter,Marko Arnautović,AUT,FW,36,1989.0,6.1,198,1,6,64,128,39,198,3,2,66.7,1,33.3,99,364,119,4,3,2,13,3,155,61
Serie A,2425,Inter,Matteo Darmian,ITA,DF,35,1989.0,19.8,1144,53,361,501,286,33,1144,9,4,44.4,4,44.4,592,1963,874,14,11,9,15,6,787,102
Serie A,2425,Inter,Mehdi Taremi,IRN,FW,32,1992.0,9.1,318,11,36,140,148,45,317,11,6,54.5,3,27.3,184,913,363,10,9,6,14,5,230,47
Serie A,2425,Inter,Nicola Zalewski,POL,"DF,MF",23,2002.0,4.8,293,6,50,122,124,16,293,20,9,45.0,4,20.0,203,1524,765,29,16,8,10,7,225,47
Serie A,2425,Inter,Nicolò Barella,ITA,MF,28,1997.0,27.7,2063,43,332,1121,633,42,2063,57,24,42.1,26,45.6,1392,6857,3155,63,47,8,29,42,1612,132
Serie A,2425,Inter,Piotr Zieliński,POL,MF,31,1994.0,10.9,803,27,139,498,177,14,801,18,6,33.3,9,50.0,510,3060,1582,26,27,1,8,6,588,24
Serie A,2425,Inter,Stefan de Vrij,NED,DF,33,1992.0,19.2,1612,151,691,886,41,19,1612,8,3,37.5,5,62.5,981,5446,2932,11,7,0,4,1,1161,5
Serie A,2425,Inter,Tajon Buchanan,CAN,"DF,FW",26,1999.0,1.1,64,3,18,29,19,2,64,9,3,33.3,4,44.4,42,403,259,6,3,0,2,2,44,8
Serie A,2425,Inter,Tomás Palacios,ARG,DF,22,2003.0,0.1,15,0,2,12,1,0,15,0,0,0.0,0,0.0,14,51,32,0,0,0,0,0,14,0
Serie A,2425,Inter,Yann Aurel Bisseck,GER,DF,24,2000.0,18.3,1465,122,509,778,181,43,1465,15,3,20.0,10,66.7,998,5761,2685,32,27,3,16,7,1136,44
Serie A,2425,Inter,Yann Sommer,SUI,GK,36,1988.0,33.0,1388,1095,1383,6,0,0,1388,0,0,0.0,0,0.0,923,4036,2212,0,0,0,0,0,955,0
Serie A,2425,Juventus,Alberto costa,POR,DF,21,2003.0,3.5,238,10,62,99,79,14,238,10,4,40.0,5,50.0,125,619,379,8,5,3,9,0,152,25
Serie A,2425,Juventus,Andrea Cambiaso,ITA,"DF,FW",25,2000.0,23.8,1849,52,452,919,496,38,1849,47,26,55.3,17,36.2,1152,7048,3697,74,61,11,44,21,1318,117
Serie A,2425,Juventus,Danilo,BRA,DF,33,1991.0,6.5,625,43,209,350,70,4,625,0,0,0.0,0,0.0,381,2018,1136,16,9,2,4,2,476,7
Serie A,2425,Juventus,Diego Pugno,ITA,FW,18,2006.0,0.1,4,0,0,2,3,0,4,1,0,0.0,1,100.0,2,5,3,0,1,0,0,0,1,0
Serie A,2425,Juventus,Douglas Luiz,BRA,MF,27,1998.0,5.9,487,14,95,261,135,8,487,14,11,78.6,3,21.4,276,1686,916,16,10,0,8,7,347,12
Serie A,2425,Juventus,Dušan Vlahović,SRB,FW,25,2000.0,19.7,561,14,28,238,300,124,557,28,9,32.1,18,64.3,304,1391,503,27,10,17,50,28,427,116
Serie A,2425,Juventus,Federico Gatti,ITA,DF,26,1998.0,24.3,1685,168,786,851,63,27,1685,13,7,53.8,5,38.5,1165,7650,4081,24,14,1,12,8,1290,6
Serie A,2425,Juventus,Francisco Conceição,POR,"FW,MF",22,2002.0,13.9,694,11,82,228,401,84,694,74,33,44.6,35,47.3,510,3955,2047,86,28,55,32,21,544,137
Serie A,2425,Juventus,Gleison Bremer,BRA,DF,28,1997.0,6.0,569,63,286,268,15,3,569,4,3,75.0,1,25.0,352,1760,985,2,1,0,4,2,445,0
Serie A,2425,Juventus,Jonas Rouhi,SWE,DF,21,2004.0,2.3,192,4,63,97,33,2,192,5,2,40.0,3,60.0,84,414,158,1,2,0,5,5,118,7
Serie A,2425,Juventus,Juan David Cabal,COL,DF,24,2001.0,5.1,401,13,135,220,52,3,401,7,4,57.1,0,0.0,242,1342,774,14,11,0,6,4,285,19
Serie A,2425,Juventus,Kenan Yıldız,TUR,"FW,MF",20,2005.0,25.7,1419,17,149,578,710,99,1419,105,58,55.2,44,41.9,917,5845,3194,109,55,40,83,39,1067,213
Serie A,2425,Juventus,Khéphren Thuram,FRA,MF,24,2001.0,24.8,1592,69,334,939,337,40,1592,68,38,55.9,27,39.7,1026,6331,3408,71,56,11,25,20,1213,51
Serie A,2425,Juventus,Lloyd Kelly,ENG,DF,26,1998.0,10.3,743,80,296,366,84,18,743,1,0,0.0,1,100.0,401,2012,1081,8,7,0,7,3,488,26
Serie A,2425,Juventus,Lorenzo Anghelè,ITA,FW,20,2005.0,0.1,5,0,0,5,1,0,5,1,1,100.0,0,0.0,3,19,3,0,1,0,0,0,4,0
Serie A,2425,Juventus,Manuel Locatelli,ITA,MF,27,1998.0,30.4,2664,152,680,1613,391,16,2664,22,8,36.4,13,59.1,1501,6776,3565,32,40,1,23,8,1972,33
Serie A,2425,Juventus,Mattia Perin,ITA,GK,32,1992.0,5.0,185,161,185,0,0,0,185,0,0,0.0,0,0.0,123,703,460,0,0,0,0,0,110,0
Serie A,2425,Juventus,Michele Di Gregorio,ITA,GK,27,1997.0,32.0,1011,837,1002,10,0,0,1011,0,0,0.0,0,0.0,641,3472,2150,0,0,0,0,0,568,0
Serie A,2425,Juventus,Nicolás González,ARG,"FW,MF",27,1998.0,18.6,846,36,143,352,365,61,846,53,17,32.1,30,56.6,441,2716,1247,35,40,10,38,15,594,121
Serie A,2425,Juventus,Nicolò Fagioli,ITA,MF,24,2001.0,6.3,470,11,77,283,112,10,470,3,2,66.7,1,33.3,311,2051,1035,19,22,2,11,2,387,18
Serie A,2425,Juventus,Nicolò Savona,ITA,DF,22,2003.0,18.2,1176,51,410,577,196,15,1176,11,6,54.5,5,45.5,743,3825,1611,33,26,0,9,4,836,43
Serie A,2425,Juventus,Pierre Kalulu,FRA,DF,24,2000.0,26.0,2275,182,924,1197,165,17,2275,11,4,36.4,5,45.5,1559,9462,5089,48,36,2,19,7,1752,24
Serie A,2425,Juventus,Randal Kolo Muani,FRA,FW,26,1998.0,12.1,339,3,27,135,180,66,338,42,17,40.5,23,54.8,198,1069,440,20,9,13,38,18,249,95
Serie A,2425,Juventus,Renato Veiga,POR,DF,21,2003.0,11.6,708,125,374,303,34,10,708,1,1,100.0,0,0.0,380,2288,1172,9,5,0,2,0,415,0
