league,season,team,player,nation,position,age,born_year,90s,yellow_cards,red_cards,second_yellow_card_expulsions,fouls_commited,fouls_drawn,offsides,crosses,interceptions,tackles_won,penalty_kicks_won,penalty_kicks_conceded,own_goals,recoveries,aerial_duels_won,aerial_duels_lost,perc_aerial_duels_won
Ligue 1,2425,Saint-Étienne,Yvann Macon,FRA,DF,26,1998.0,8.8,4,0,0,26,8,1,23,2,11,0,0,0,42,3,12,20.0
Ligue 1,2425,Saint-Étienne,Zuriko Davitashvili,GEO,"FW,MF",24,2001.0,30.9,3,0,0,20,40,5,85,14,14,2,0,0,117,14,47,23.0
Ligue 1,2425,Strasbourg,Abakar Sylla,CIV,DF,22,2002.0,10.6,2,1,0,17,7,0,1,11,15,0,0,1,39,20,15,57.1
Ligue 1,2425,Strasbourg,Andrew Omobamidele,IRL,DF,22,2002.0,6.0,5,1,1,13,7,0,0,8,4,0,1,0,25,9,3,75.0
Ligue 1,2425,Strasbourg,Andrey Santos,BRA,MF,21,2004.0,31.7,8,0,0,29,63,0,0,32,74,1,1,0,188,37,24,60.7
Ligue 1,2425,Strasbourg,Caleb Wiley,USA,"DF,MF",20,2004.0,3.0,1,0,0,2,2,0,7,4,0,0,0,0,17,0,4,0.0
Ligue 1,2425,Strasbourg,Diego Moreira,POR,"DF,MF",20,2004.0,28.5,4,1,0,26,35,2,93,35,28,0,1,0,139,27,29,48.2
Ligue 1,2425,Strasbourg,Dilane Bakwa,FRA,"MF,DF",22,2002.0,27.7,4,0,0,29,71,5,153,15,14,0,0,0,92,11,8,57.9
Ligue 1,2425,Strasbourg,Eduard Sobol,UKR,DF,30,1995.0,1.1,2,0,0,4,1,0,1,2,0,0,0,0,4,3,3,50.0
Ligue 1,2425,Strasbourg,Emanuel Emegha,NED,FW,22,2003.0,25.5,5,0,0,36,37,27,0,1,6,0,0,0,60,26,39,40.0
Ligue 1,2425,Strasbourg,Félix Lemaréchal,FRA,"MF,FW",21,2003.0,19.8,2,0,0,30,12,3,26,14,24,0,0,0,62,14,25,35.9
Ligue 1,2425,Strasbourg,Guela Doué,CIV,DF,22,2002.0,30.2,7,0,0,41,19,0,46,34,45,0,1,0,162,58,37,61.1
Ligue 1,2425,Strasbourg,Guimissongui Ouattara,FRA,"DF,FW",19,2005.0,5.2,1,0,0,7,1,1,3,9,4,0,0,0,26,3,6,33.3
Ligue 1,2425,Strasbourg,Habib Diarra,SEN,"MF,FW",21,2004.0,26.1,6,0,0,26,52,1,54,13,13,1,0,0,90,12,16,42.9
Ligue 1,2425,Strasbourg,Ismaël Doukouré,FRA,"DF,MF",21,2003.0,29.3,7,0,0,30,17,0,1,25,22,0,0,1,103,26,16,61.9
Ligue 1,2425,Strasbourg,Junior Mwanga,FRA,MF,22,2003.0,3.3,0,0,0,6,1,0,0,2,9,0,0,0,16,2,0,100.0
Ligue 1,2425,Strasbourg,Jérémy Sebas,MTQ,"FW,MF",22,2003.0,2.1,0,0,0,6,2,2,2,0,2,0,0,0,10,3,3,50.0
Ligue 1,2425,Strasbourg,Karl-Johan Johnsson,SWE,GK,35,1990.0,3.0,0,0,0,1,0,0,0,0,0,0,1,0,2,1,0,100.0
Ligue 1,2425,Strasbourg,Karol Fila,POL,MF,26,1998.0,0.1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
Ligue 1,2425,Strasbourg,Mamadou Sarr,FRA,DF,19,2005.0,26.3,4,0,0,29,11,0,1,25,21,0,1,0,98,30,29,50.8
Ligue 1,2425,Strasbourg,Marvin Senaya,TOG,DF,24,2001.0,2.5,3,0,0,4,4,0,1,7,3,0,1,0,13,3,3,50.0
Ligue 1,2425,Strasbourg,Milos Lukovic,SRB,"FW,MF",19,2005.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Ligue 1,2425,Strasbourg,Nordine Kandil,FRA,MF,23,2001.0,0.1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,50.0
Ligue 1,2425,Strasbourg,Pape Daouda Diongue,SEN,"MF,FW",nan,0.0,0.9,0,0,0,0,0,0,1,3,0,0,0,0,9,4,0,100.0
Ligue 1,2425,Strasbourg,Saidou Sow,GUI,DF,22,2002.0,11.3,2,0,0,7,5,1,0,15,5,0,1,0,36,16,15,51.6
Ligue 1,2425,Strasbourg,Samuel Amo-Ameyaw,ENG,"DF,MF",18,2006.0,3.6,0,0,0,3,5,1,6,3,3,0,0,0,14,0,7,0.0
Ligue 1,2425,Strasbourg,Sebastian Nanasi,SWE,"MF,FW",23,2002.0,23.4,1,0,0,9,17,1,66,7,13,0,0,0,71,3,11,21.4
Ligue 1,2425,Strasbourg,Sekou Mara,FRA,"FW,MF",22,2002.0,8.5,2,0,0,18,16,3,3,3,6,0,0,0,21,19,23,45.2
Ligue 1,2425,Strasbourg,Thomas Delaine,FRA,DF,33,1992.0,0.1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0.0
Ligue 1,2425,Strasbourg,Valentín Barco,ARG,"MF,DF",20,2004.0,12.9,2,0,0,17,29,0,31,13,22,0,1,0,79,7,7,50.0
Ligue 1,2425,Strasbourg,Óscar Perea,COL,"MF,DF",19,2005.0,0.2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
Ligue 1,2425,Strasbourg,Đorđe Petrović,SRB,GK,25,1999.0,31.0,2,0,0,0,3,0,0,0,1,0,0,0,58,4,0,100.0
Ligue 1,2425,Toulouse,Aron Dønnum,NOR,"DF,MF",27,1998.0,29.9,6,0,0,38,55,0,117,28,35,0,0,0,171,12,17,41.4
Ligue 1,2425,Toulouse,Charlie Cresswell,ENG,DF,22,2002.0,28.8,5,0,0,28,15,3,4,28,23,0,0,1,103,98,44,69.0
Ligue 1,2425,Toulouse,Cristian Cásseres Jr.,VEN,MF,25,2000.0,30.0,11,0,0,53,46,1,80,42,61,0,0,0,172,24,17,58.5
Ligue 1,2425,Toulouse,Denis Genreau,AUS,MF,26,1999.0,2.5,0,0,0,7,5,0,9,3,5,0,0,0,11,0,3,0.0
Ligue 1,2425,Toulouse,Djibril Sidibé,FRA,DF,32,1992.0,23.3,1,0,0,20,19,2,45,20,36,0,0,0,99,17,10,63.0
Ligue 1,2425,Toulouse,Edhy Zuliani,ITA,DF,20,2004.0,0.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
Ligue 1,2425,Toulouse,Frank Magri,CMR,"FW,MF",25,1999.0,16.8,5,1,0,26,28,4,4,4,2,0,0,0,21,40,82,32.8
Ligue 1,2425,Toulouse,Gabriel Suazo,CHI,DF,27,1997.0,24.0,0,0,0,32,29,2,78,36,39,0,0,1,125,13,19,40.6
Ligue 1,2425,Toulouse,Guillaume Restes,FRA,GK,20,2005.0,28.3,2,0,0,1,2,0,0,1,1,0,1,0,50,0,1,0.0
Ligue 1,2425,Toulouse,Jaydee Canvot,FRA,"DF,MF",18,2006.0,12.3,2,0,0,18,3,0,6,11,11,0,0,0,50,16,13,55.2
Ligue 1,2425,Toulouse,Joshua King,NOR,"FW,MF",33,1992.0,18.6,2,0,0,35,27,7,9,6,11,1,0,0,60,35,51,40.7
Ligue 1,2425,Toulouse,Kjetil Haug,NOR,GK,26,1998.0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0.0
Ligue 1,2425,Toulouse,Logan Costa,CPV,DF,24,2001.0,1.0,0,0,0,0,0,0,1,2,1,0,0,0,4,4,2,66.7
Ligue 1,2425,Toulouse,Mark McKenzie,USA,DF,26,1999.0,27.7,1,1,0,30,12,1,1,22,31,0,1,0,128,44,34,56.4
Ligue 1,2425,Toulouse,Miha Zajc,SVN,MF,30,1994.0,2.9,2,0,0,5,2,0,7,3,4,0,0,0,14,3,8,27.3
Ligue 1,2425,Toulouse,Naatan Skyttä,FIN,FW,23,2002.0,0.1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0
Ligue 1,2425,Toulouse,Niklas Schmidt,GER,MF,27,1998.0,2.3,0,0,0,5,1,0,16,1,4,0,0,0,24,1,1,50.0
Ligue 1,2425,Toulouse,Noah Edjouma,FRA,"MF,FW",19,2005.0,1.9,0,1,0,4,3,0,6,2,2,0,0,0,8,2,3,40.0
Ligue 1,2425,Toulouse,Rafik Messali,FRA,DF,22,2003.0,5.1,0,0,0,9,8,1,16,10,8,0,0,0,28,6,4,60.0
Ligue 1,2425,Toulouse,Rasmus Nicolaisen,DEN,DF,28,1997.0,6.9,0,0,0,4,8,0,0,10,3,0,0,1,29,21,9,70.0
Ligue 1,2425,Toulouse,Shavy Babicka,GAB,"MF,FW",24,2000.0,13.2,2,0,0,16,21,7,39,3,12,0,0,0,54,7,17,29.2
Ligue 1,2425,Toulouse,Vincent Sierro,SUI,MF,29,1995.0,26.7,4,0,0,34,31,1,64,16,27,0,0,0,125,31,35,47.0
Ligue 1,2425,Toulouse,Waren Kamanzi,NOR,"DF,MF",24,2000.0,11.4,3,0,0,16,13,2,16,9,13,0,0,0,56,7,1,87.5
Ligue 1,2425,Toulouse,Yann Gboho,FRA,"MF,FW",24,2001.0,25.9,2,0,0,16,61,2,26,6,18,1,0,0,107,5,27,15.6
Ligue 1,2425,Toulouse,Zakaria Aboukhlal,MAR,"MF,FW",25,2000.0,21.1,4,0,0,35,25,13,33,6,13,2,0,0,61,22,38,36.7
Ligue 1,2425,Toulouse,Álex Domínguez,ESP,GK,26,1998.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Ligue 1,2425,Toulouse,Ümit Akdag,ROU,DF,21,2003.0,5.6,2,0,0,8,1,0,3,11,4,0,0,0,24,18,7,72.0
Bundesliga,2425,Augsburg,Alexis Claude-Maurice,FRA,"MF,FW",26,1998.0,23.4,4,0,0,26,42,3,21,15,26,1,0,0,72,14,23,37.8
Bundesliga,2425,Augsburg,Arne Engels,BEL,"MF,FW",21,2003.0,0.9,1,0,0,3,1,0,4,0,0,0,0,0,0,1,0,100.0
Bundesliga,2425,Augsburg,Arne Maier,GER,MF,26,1999.0,10.4,0,1,0,9,7,0,67,6,7,0,0,0,72,4,7,36.4
Bundesliga,2425,Augsburg,Cedric Zesiger,SUI,DF,26,1998.0,13.6,7,1,1,15,7,0,13,21,7,0,0,0,57,27,19,58.7
Bundesliga,2425,Augsburg,Chrislain Matsima,FRA,DF,23,2002.0,28.3,4,0,0,10,10,1,3,52,20,0,1,1,143,68,28,70.8
Bundesliga,2425,Augsburg,Dimitris Giannoulis,GRE,DF,29,1995.0,29.4,8,0,0,17,20,1,120,47,32,1,0,0,136,9,23,28.1
Bundesliga,2425,Augsburg,Elvis Rexhbeçaj,KVX,MF,27,1997.0,19.8,8,0,0,13,42,1,71,16,19,0,0,0,85,10,19,34.5
Bundesliga,2425,Augsburg,Finn Dahmen,GER,GK,27,1998.0,19.0,0,0,0,0,1,0,0,0,0,0,0,0,33,5,0,100.0
Bundesliga,2425,Augsburg,Frank Onyeka,NGA,MF,27,1998.0,28.7,8,0,0,47,74,3,20,36,45,0,0,0,147,16,21,43.2
Bundesliga,2425,Augsburg,Fredrik Jensen,FIN,MF,27,1997.0,8.5,0,0,0,5,5,3,20,4,7,0,0,0,15,6,13,31.6
Bundesliga,2425,Augsburg,Henri Koudossou,GER,DF,25,1999.0,8.3,1,0,0,7,5,2,24,15,10,0,0,0,39,8,7,53.3
Bundesliga,2425,Augsburg,Jeffrey Gouweleeuw,NED,DF,33,1991.0,32.7,9,0,0,22,13,2,17,35,28,0,1,0,141,62,35,63.9
Bundesliga,2425,Augsburg,Keven Schlotterbeck,GER,DF,28,1997.0,14.4,4,1,1,10,11,1,3,15,17,0,2,0,55,40,18,69.0
Bundesliga,2425,Augsburg,Kristijan Jakić,CRO,MF,28,1997.0,25.6,2,0,0,23,28,3,13,28,23,0,0,0,133,35,30,53.8
Bundesliga,2425,Augsburg,Mads Pedersen,DEN,DF,28,1996.0,2.6,0,0,0,5,1,1,5,2,7,0,1,0,11,1,2,33.3
Bundesliga,2425,Augsburg,Marius Wolf,GER,DF,29,1995.0,23.8,2,0,0,19,14,4,115,24,16,0,0,0,82,8,8,50.0
Bundesliga,2425,Augsburg,Maximilian Bauer,GER,DF,25,2000.0,7.3,1,0,0,7,13,0,4,6,8,0,0,0,20,19,12,61.3
Bundesliga,2425,Augsburg,Mergim Berisha,GER,FW,27,1998.0,0.4,1,0,0,2,0,0,1,0,0,0,0,0,1,0,1,0.0
Bundesliga,2425,Augsburg,Mert Kömür,GER,MF,19,2005.0,7.3,1,0,0,7,12,3,26,3,2,0,0,0,32,11,18,37.9
Bundesliga,2425,Augsburg,Nediljko Labrović,CRO,GK,25,1999.0,15.0,0,0,0,0,2,0,0,0,0,0,0,0,14,6,1,85.7
Bundesliga,2425,Augsburg,Niklas Dorsch,GER,MF,27,1998.0,0.4,0,0,0,0,2,0,1,0,0,0,0,0,2,0,0,0.0
Bundesliga,2425,Augsburg,Noahkai Banks,USA,DF,18,2006.0,3.1,2,0,0,2,1,0,2,5,5,0,0,1,13,8,8,50.0
Bundesliga,2425,Augsburg,Phillip Tietz,GER,FW,27,1997.0,18.7,4,0,0,36,12,16,1,5,6,0,0,0,48,78,85,47.9
Bundesliga,2425,Augsburg,Robert Gumny,POL,DF,26,1998.0,3.0,2,0,0,4,4,0,5,1,3,0,0,0,11,3,3,50.0
Bundesliga,2425,Augsburg,Ruben Vargas,SUI,"MF,FW",26,1998.0,3.4,3,0,0,5,3,0,12,2,1,0,0,0,14,3,5,37.5
Bundesliga,2425,Augsburg,Samuel Essende,COD,FW,27,1998.0,18.2,4,2,0,45,34,13,5,0,6,0,0,0,42,57,73,43.8
Bundesliga,2425,Augsburg,Steve Mounié,BEN,"FW,MF",30,1994.0,3.9,2,0,0,9,5,1,3,1,4,0,0,0,8,26,25,51.0
Bundesliga,2425,Augsburg,Tim Breithaupt,GER,MF,23,2002.0,1.3,0,0,0,2,3,0,1,2,1,0,0,0,9,4,5,44.4
Bundesliga,2425,Augsburg,Yusuf Kabadayı,GER,"FW,MF",21,2004.0,0.8,0,0,0,1,1,1,1,0,0,0,0,0,6,0,2,0.0
Bundesliga,2425,Bayern Munich,Adam Aznou,MAR,DF,18,2006.0,0.2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.0
Bundesliga,2425,Bayern Munich,Aleksandar Pavlovic,GER,MF,21,2004.0,16.1,2,0,0,17,9,0,5,5,21,0,0,0,72,12,10,54.5
Bundesliga,2425,Bayern Munich,Alphonso Davies,CAN,DF,24,2000.0,17.3,0,0,0,8,26,3,22,13,17,0,0,0,115,9,8,52.9
Bundesliga,2425,Bayern Munich,Arijon Ibrahimović,GER,FW,19,2005.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Bundesliga,2425,Bayern Munich,Daniel Peretz,ISR,GK,24,2000.0,3.0,1,0,0,0,2,0,0,0,0,0,0,0,10,0,0,0.0
Bundesliga,2425,Bayern Munich,Dayot Upamecano,FRA,DF,26,1998.0,19.5,6,0,0,20,11,0,6,34,22,0,0,0,115,59,42,58.4
Bundesliga,2425,Bayern Munich,Eric Dier,ENG,DF,31,1994.0,16.3,1,0,0,16,4,1,2,20,11,0,0,0,80,52,43,54.7
Bundesliga,2425,Bayern Munich,Gabriel Vidovic,CRO,MF,21,2003.0,0.3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0.0
Bundesliga,2425,Bayern Munich,Harry Kane,ENG,FW,31,1993.0,26.5,5,0,0,9,21,16,13,2,11,2,0,0,61,29,20,59.2
Bundesliga,2425,Bayern Munich,Hiroki Ito,JPN,DF,26,1999.0,2.8,1,0,0,2,3,0,2,6,0,0,0,0,13,5,1,83.3
Bundesliga,2425,Bayern Munich,Jamal Musiala,GER,MF,22,2003.0,20.0,3,0,0,20,55,2,8,8,21,1,0,0,75,7,14,33.3
Bundesliga,2425,Bayern Munich,Jonah Kusi-Asare,SWE,FW,17,2007.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50.0
Bundesliga,2425,Bayern Munich,Jonas Urbig,GER,GK,21,2003.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,25,2,0,100.0
Bundesliga,2425,Bayern Munich,Joshua Kimmich,GER,MF,30,1995.0,31.6,4,0,0,15,27,2,176,25,29,0,0,0,190,12,9,57.1
Bundesliga,2425,Bayern Munich,Josip Stanišić,CRO,DF,25,2000.0,9.7,0,0,0,2,4,0,11,6,11,0,0,0,64,11,6,64.7
Bundesliga,2425,Bayern Munich,João Palhinha,POR,MF,29,1995.0,7.5,2,1,0,13,10,0,2,4,14,0,1,0,17,20,11,64.5
Bundesliga,2425,Bayern Munich,Kim Min-jae,KOR,DF,28,1996.0,25.4,2,0,0,25,4,0,0,37,20,0,0,0,153,82,43,65.6
Bundesliga,2425,Bayern Munich,Kingsley Coman,FRA,FW,28,1996.0,14.2,0,0,0,9,12,8,45,8,12,0,0,0,59,11,16,40.7
Bundesliga,2425,Bayern Munich,Konrad Laimer,AUT,DF,27,1997.0,18.9,8,0,0,35,12,1,21,8,27,0,0,0,81,15,13,53.6
Bundesliga,2425,Bayern Munich,Leon Goretzka,GER,"MF,DF",30,1995.0,14.7,2,0,0,12,11,0,5,20,11,0,0,0,77,31,26,54.4
Bundesliga,2425,Bayern Munich,Leroy Sané,GER,FW,29,1996.0,18.2,2,0,0,16,25,6,51,7,15,1,0,0,82,7,6,53.8
Bundesliga,2425,Bayern Munich,Manuel Neuer,GER,GK,39,1986.0,22.0,0,0,0,0,1,0,0,0,0,0,0,0,54,4,0,100.0
Bundesliga,2425,Bayern Munich,Mathys Tel,FRA,"FW,MF",20,2005.0,2.8,0,0,0,5,6,1,5,1,2,0,0,0,10,1,0,100.0
Bundesliga,2425,Bayern Munich,Michael Olise,FRA,"FW,MF",23,2001.0,25.9,3,0,0,22,65,5,131,8,23,2,0,0,105,11,12,47.8
Bundesliga,2425,Bayern Munich,Raphaël Guerreiro,POR,"DF,MF",31,1993.0,17.5,2,0,0,9,7,0,27,10,12,0,0,0,94,8,13,38.1
Bundesliga,2425,Bayern Munich,Sacha Boey,FRA,DF,24,2000.0,6.6,1,0,0,7,7,0,11,2,5,0,1,0,38,6,9,40.0
Bundesliga,2425,Bayern Munich,Serge Gnabry,GER,"FW,MF",29,1995.0,13.8,0,0,0,19,6,8,22,6,11,0,0,0,47,4,10,28.6
Bundesliga,2425,Bayern Munich,Sven Ulreich,GER,GK,36,1988.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0
Bundesliga,2425,Bayern Munich,Thomas Müller,GER,"MF,FW",35,1989.0,13.6,3,0,0,14,12,3,46,2,5,0,0,0,24,19,29,39.6
Bundesliga,2425,Bochum,Aliou Badara Baldé,GUI,"MF,FW",22,2002.0,1.0,1,0,0,1,0,2,4,0,1,0,0,0,3,0,2,0.0
Bundesliga,2425,Bochum,Anthony Losilla,FRA,MF,39,1986.0,12.6,1,0,0,18,9,1,4,18,16,0,0,0,45,29,23,55.8
Bundesliga,2425,Bochum,Bernardo,BRA,DF,30,1995.0,19.8,5,0,0,24,11,0,14,26,28,0,0,0,83,90,43,67.7
Bundesliga,2425,Bochum,Cristian Gamboa,CRC,DF,35,1989.0,2.5,1,0,0,1,3,0,7,2,3,0,0,0,11,0,1,0.0
Bundesliga,2425,Bochum,Dani de Wit,NED,"MF,FW",27,1998.0,12.8,1,0,0,24,12,8,8,12,17,2,0,0,36,41,48,46.1
Bundesliga,2425,Bochum,Erhan Mašović,SRB,DF,26,1998.0,10.1,2,0,0,12,4,0,0,12,10,0,0,0,32,22,15,59.5
Bundesliga,2425,Bochum,Felix Passlack,GER,"DF,MF",26,1998.0,25.9,4,0,0,29,21,2,113,18,23,0,2,0,114,10,22,31.3
Bundesliga,2425,Bochum,Gerrit Holtmann,PHI,"DF,FW",30,1995.0,12.6,2,0,0,26,7,4,91,16,19,0,0,0,49,12,16,42.9
Bundesliga,2425,Bochum,Giorgos Masouras,GRE,"FW,MF",31,1994.0,11.7,1,0,0,12,10,15,26,4,10,0,0,0,44,26,36,41.9
Bundesliga,2425,Bochum,Ibrahima Sissoko,MLI,MF,27,1997.0,29.0,11,1,1,75,29,2,21,36,44,1,1,0,154,76,54,58.5
Bundesliga,2425,Bochum,Ivan Ordets,UKR,DF,32,1992.0,20.7,6,0,0,22,19,2,0,41,8,0,0,0,77,95,45,67.9
Bundesliga,2425,Bochum,Jakov Medić,CRO,DF,26,1998.0,17.8,2,0,0,10,7,2,1,22,11,0,1,0,73,30,27,52.6
Bundesliga,2425,Bochum,Kacper Koscierski,GER,DF,17,2007.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Bundesliga,2425,Bochum,Koji Miyoshi,JPN,"FW,MF",28,1997.0,5.2,0,1,0,10,4,2,9,2,5,0,0,0,22,2,13,13.3
Bundesliga,2425,Bochum,Lukas Daschner,GER,"MF,FW",26,1998.0,4.6,0,0,0,4,2,0,19,0,2,0,0,0,17,4,8,33.3
Bundesliga,2425,Bochum,Mats Pannewig,GER,MF,20,2004.0,3.0,1,0,0,5,1,0,3,2,6,0,0,0,24,5,10,33.3
Bundesliga,2425,Bochum,Matúš Bero,SVK,MF,29,1995.0,28.5,11,0,0,50,34,1,124,17,35,0,0,0,164,22,43,33.8
Bundesliga,2425,Bochum,Maximilian Wittek,GER,DF,29,1995.0,30.1,8,0,0,34,34,0,164,27,42,0,0,0,115,23,23,50.0
Bundesliga,2425,Bochum,Moritz Broschinski,GER,"FW,MF",24,2000.0,15.4,1,0,0,27,18,5,28,1,14,0,0,0,64,31,42,42.5
Bundesliga,2425,Bochum,Moritz-Broni Kwarteng,GHA,"MF,FW",27,1998.0,1.9,1,0,0,3,1,0,1,0,3,0,0,0,8,0,1,0.0
Bundesliga,2425,Bochum,Myron Boadu,NED,FW,24,2001.0,11.6,2,0,0,11,6,12,3,1,1,0,0,0,20,19,20,48.7
Bundesliga,2425,Bochum,Patrick Drewes,GER,GK,32,1993.0,21.0,2,0,0,1,3,0,0,0,0,0,1,0,36,3,0,100.0
Bundesliga,2425,Bochum,Philipp Hofmann,GER,FW,32,1993.0,25.3,4,0,0,36,31,4,10,4,12,0,1,0,52,164,126,56.6
Bundesliga,2425,Bochum,Samuel Bamba,GER,"FW,MF",21,2004.0,0.3,0,0,0,0,1,1,5,0,1,0,0,0,2,1,2,33.3
Bundesliga,2425,Bochum,Tim Oermann,GER,DF,21,2003.0,24.6,0,0,0,16,8,0,14,22,31,0,0,0,99,27,37,42.2
Bundesliga,2425,Bochum,Timo Horn,GER,GK,32,1993.0,13.0,2,0,0,0,2,0,0,0,0,0,0,0,25,3,0,100.0
Bundesliga,2425,Bochum,Tom Krauß,GER,MF,23,2001.0,12.0,2,0,0,14,16,0,10,11,18,0,0,0,78,9,8,52.9
Bundesliga,2425,Dortmund,Alexander Meyer,GER,GK,34,1991.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0.0
Bundesliga,2425,Dortmund,Almugera Kabar,GER,DF,18,2006.0,1.5,2,1,1,2,2,0,1,1,3,0,0,0,4,2,3,40.0
Bundesliga,2425,Dortmund,Ayman Azhil,MAR,MF,24,2001.0,0.3,1,0,0,2,0,1,0,0,1,0,0,0,2,0,0,0.0
Bundesliga,2425,Dortmund,Carney Chukwuemeka,ENG,MF,21,2003.0,2.8,1,0,0,4,5,1,1,1,5,0,0,0,12,6,8,42.9
Bundesliga,2425,Dortmund,Cole Campbell,USA,"MF,FW",19,2006.0,0.2,0,0,0,1,1,0,1,0,0,0,0,0,3,0,2,0.0
Bundesliga,2425,Dortmund,Daniel Svensson,SWE,"DF,FW",23,2002.0,8.7,0,0,0,4,7,1,36,5,11,0,0,0,31,6,15,28.6
Bundesliga,2425,Dortmund,Donyell Malen,NED,"FW,MF",26,1999.0,6.8,1,0,0,2,7,3,13,3,0,0,0,0,15,1,3,25.0
Bundesliga,2425,Dortmund,Emre Can,GER,"DF,MF",31,1994.0,23.4,4,1,0,25,19,0,11,20,28,0,0,0,113,45,25,64.3
Bundesliga,2425,Dortmund,Felix Nmecha,GER,MF,24,2000.0,16.8,3,0,0,22,26,0,6,23,22,1,1,0,85,23,20,53.5
Bundesliga,2425,Dortmund,Gio Reyna,USA,MF,22,2002.0,3.9,3,0,0,8,3,0,15,0,0,0,0,0,19,7,6,53.8
Bundesliga,2425,Dortmund,Gregor Kobel,SUI,GK,27,1997.0,32.0,1,0,0,0,2,0,0,1,0,0,0,0,61,5,0,100.0
Bundesliga,2425,Dortmund,Jamie Gittens,ENG,"FW,MF",20,2004.0,19.7,4,0,0,25,44,3,49,10,19,1,0,0,63,5,7,41.7
Bundesliga,2425,Dortmund,Julian Brandt,GER,MF,29,1996.0,25.6,1,0,0,8,9,5,71,14,11,0,0,0,119,11,29,27.5
Bundesliga,2425,Dortmund,Julian Ryerson,NOR,DF,27,1997.0,25.1,6,1,1,31,23,0,110,22,30,0,0,0,120,10,23,30.3
Bundesliga,2425,Dortmund,Julien Duranville,BEL,"FW,MF",19,2006.0,3.1,3,0,0,10,7,2,13,0,0,1,0,0,5,0,1,0.0
Bundesliga,2425,Dortmund,Karim Adeyemi,GER,"FW,MF",23,2002.0,15.9,4,0,0,27,18,4,26,7,14,0,0,0,48,9,13,40.9
Bundesliga,2425,Dortmund,Kjell-Arik Wätjen,GER,MF,19,2006.0,0.2,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0.0
Bundesliga,2425,Dortmund,Marcel Sabitzer,AUT,MF,31,1994.0,18.0,3,0,0,12,9,0,23,10,19,0,0,0,58,17,13,56.7
Bundesliga,2425,Dortmund,Maximilian Beier,GER,"FW,MF",22,2002.0,17.7,2,0,0,17,16,9,16,7,16,0,0,0,49,23,20,53.5
Bundesliga,2425,Dortmund,Nico Schlotterbeck,GER,DF,25,1999.0,22.0,7,2,1,18,19,0,14,22,24,0,1,0,157,52,27,65.8
Bundesliga,2425,Dortmund,Niklas Süle,GER,DF,29,1995.0,11.7,1,0,0,5,2,0,1,4,12,0,1,0,53,12,6,66.7
Bundesliga,2425,Dortmund,Pascal Groß,GER,"MF,DF",33,1991.0,25.9,5,1,0,18,12,0,174,9,28,0,1,0,96,24,32,42.9
Bundesliga,2425,Dortmund,Ramy Bensebaini,ALG,DF,30,1995.0,22.5,6,0,0,28,24,0,36,33,25,0,0,0,100,41,25,62.1
Bundesliga,2425,Dortmund,Salih Özcan,TUR,MF,27,1998.0,4.3,0,0,0,11,7,1,3,11,7,0,0,0,33,15,8,65.2
Bundesliga,2425,Dortmund,Serhou Guirassy,GUI,FW,29,1996.0,28.9,4,0,0,16,53,12,1,4,6,2,0,0,45,109,97,52.9
Bundesliga,2425,Dortmund,Waldemar Anton,GER,DF,28,1996.0,21.7,4,0,0,20,20,1,24,30,21,0,0,1,122,46,27,63.0
Bundesliga,2425,Dortmund,Yan Couto,BRA,"DF,FW",22,2002.0,9.9,5,0,0,12,7,0,53,10,16,0,0,0,55,1,7,12.5
Bundesliga,2425,Dortmund,Yannik Lührs,GER,DF,21,2003.0,1.4,0,0,0,2,0,0,0,2,1,0,0,0,5,4,1,80.0
Bundesliga,2425,Eint Frankfurt,Ansgar Knauff,GER,"MF,DF",23,2002.0,17.7,3,0,0,27,28,11,32,12,22,0,0,0,76,19,27,41.3
Bundesliga,2425,Eint Frankfurt,Arthur Theate,BEL,DF,24,2000.0,30.0,6,1,1,14,23,1,26,39,25,0,0,0,123,54,44,55.1
Bundesliga,2425,Eint Frankfurt,Aurele Amenda,SUI,DF,21,2003.0,1.1,1,0,0,3,2,0,0,2,0,0,0,0,2,8,3,72.7
