player,cluster,classification
Kacper Urbanski,1,Mediocampista Lector de Juego
Lewis Ferguson,1,Mediocampista Lector de Juego
Michel Aebischer,1,Mediocampista Lector de Juego
Nikola Moro,1,Mediocampista Lector de Juego
Remo Freuler,4,Mediocampista Pasador
Tommaso Pobega,3,Mediocampista Recuperador
Alessandro Deiola,0,Mediocampista Goleador
Antoine Makoumbou,3,Mediocampista Recuperador
Gianluca Gaetano,0,Mediocampista Goleador
Matteo Prati,0,Mediocampista Goleador
Mattia Felici,2,Mediocampista Box to Box
Michel Ndary Adopo,2,Mediocampista Box to Box
Răzvan Marin,1,Mediocampista Lector de Juego
Luca Mazzitelli,3,Mediocampista Recuperador
Lucas Da Cunha,1,Mediocampista Lector de Juego
Matthias Braunöder,1,Mediocampista Lector de Juego
Maxence Caqueret,1,Mediocampista Lector de Juego
Máximo Perrone,4,Mediocampista Pasador
Nicolás Paz,2,Mediocampista Box to Box
Sergi Roberto,1,Mediocampista Lector de Juego
Simone Verdi,5,Mediocampista Enganche
Yannik Engelhardt,1,Mediocampista Lector de Juego
Alberto Grassi,3,Mediocampista Recuperador
Emmanuel Ekong,3,Mediocampista Recuperador
Faustino Anjorin,2,Mediocampista Box to Box
Jacopo Fazzini,2,Mediocampista Box to Box
Liam Henderson,2,Mediocampista Box to Box
Nicolas Haas,2,Mediocampista Box to Box
Ola Solbakken,2,Mediocampista Box to Box
Szymon Żurkowski,3,Mediocampista Recuperador
Youssef Maleh,2,Mediocampista Box to Box
Amir Richardson,0,Mediocampista Goleador
Cher Ndour,0,Mediocampista Goleador
Danilo Cataldi,1,Mediocampista Lector de Juego
Edoardo Bove,2,Mediocampista Box to Box
Nicolò Fagioli,4,Mediocampista Pasador
Rolando Mandragora,0,Mediocampista Goleador
Sofyan Amrabat,3,Mediocampista Recuperador
Yacine Adli,4,Mediocampista Pasador
Emil Bohinen,0,Mediocampista Goleador
Fabio Miretti,2,Mediocampista Box to Box
Filippo Melegoni,5,Mediocampista Enganche
Jean Onana,2,Mediocampista Box to Box
Junior Messias,2,Mediocampista Box to Box
Lior Kasa,0,Mediocampista Goleador
Milan Badelj,1,Mediocampista Lector de Juego
Morten Frendrup,0,Mediocampista Goleador
Morten Thorsby,3,Mediocampista Recuperador
Patrizio Masini,2,Mediocampista Box to Box
Ruslan Malinovskyi,1,Mediocampista Lector de Juego
Abdou Harroui,3,Mediocampista Recuperador
Antoine Bernede,3,Mediocampista Recuperador
Cheikh Tidiane Niasse,2,Mediocampista Box to Box
Daniel Bandeira,1,Mediocampista Lector de Juego
Grigoris Kastanos,2,Mediocampista Box to Box
Ondrej Duda,1,Mediocampista Lector de Juego
Reda Belahyane,3,Mediocampista Recuperador
Suat Serdar,0,Mediocampista Goleador
Tomáš Suslov,0,Mediocampista Goleador
Davide Frattesi,2,Mediocampista Box to Box
Hakan Çalhanoğlu,4,Mediocampista Pasador
Henrikh Mkhitaryan,4,Mediocampista Pasador
Kristjan Asllani,4,Mediocampista Pasador
Nicolò Barella,4,Mediocampista Pasador
Piotr Zieliński,4,Mediocampista Pasador
Douglas Luiz,1,Mediocampista Lector de Juego
Khéphren Thuram,1,Mediocampista Lector de Juego
Manuel Locatelli,4,Mediocampista Pasador
Nicolò Fagioli,1,Mediocampista Lector de Juego
Teun Koopmeiners,0,Mediocampista Goleador
Weston McKennie,2,Mediocampista Box to Box
Boulaye Dia,2,Mediocampista Box to Box
Fisayo Dele-Bashiru,0,Mediocampista Goleador
Gaetano Castrovilli,1,Mediocampista Lector de Juego
Mattéo Guendouzi,4,Mediocampista Pasador
Matías Vecino,0,Mediocampista Goleador
Nicolò Rovella,4,Mediocampista Pasador
Reda Belahyane,3,Mediocampista Recuperador
Balthazar Pierret,0,Mediocampista Goleador
Hamza Rafia,1,Mediocampista Lector de Juego
Lassana Coulibaly,0,Mediocampista Goleador
Medon Berisha,1,Mediocampista Lector de Juego
Mohamed Kaba,3,Mediocampista Recuperador
Remi Oudin,2,Mediocampista Box to Box
Ylber Ramadani,2,Mediocampista Box to Box
Þórir Jóhann Helgason,3,Mediocampista Recuperador
Ismaël Bennacer,4,Mediocampista Pasador
João Félix,0,Mediocampista Goleador
Ruben Loftus-Cheek,0,Mediocampista Goleador
Tijjani Reijnders,0,Mediocampista Goleador
Warren Bondo,3,Mediocampista Recuperador
Youssouf Fofana,1,Mediocampista Lector de Juego
Yunus Musah,2,Mediocampista Box to Box
Alessandro Bianco,1,Mediocampista Lector de Juego
Daniel Maldini,2,Mediocampista Box to Box
Gaetano Castrovilli,0,Mediocampista Goleador
Gianluca Caprari,2,Mediocampista Box to Box
Jean-Daniel Akpa-Akpro,2,Mediocampista Box to Box
Kacper Urbanski,1,Mediocampista Lector de Juego
Kevin Martins,2,Mediocampista Box to Box
Kevin Zeroli,5,Mediocampista Enganche
Matteo Pessina,1,Mediocampista Lector de Juego
Omari Forson,0,Mediocampista Goleador
Patrick Ciurria,0,Mediocampista Goleador
Roberto Gagliardini,4,Mediocampista Pasador
Samuele Vignato,2,Mediocampista Box to Box
Stefano Sensi,1,Mediocampista Lector de Juego
Warren Bondo,2,Mediocampista Box to Box
Andre-Frank Zambo Anguissa,0,Mediocampista Goleador
Billy Gilmour,1,Mediocampista Lector de Juego
Philip Billing,0,Mediocampista Goleador
Scott McTominay,2,Mediocampista Box to Box
Stanislav Lobotka,1,Mediocampista Lector de Juego
Adrian Bernabe,4,Mediocampista Pasador
Drissa Camara,5,Mediocampista Enganche
Hernani,2,Mediocampista Box to Box
Jacob Ondrejka,3,Mediocampista Recuperador
Mandela Keita,2,Mediocampista Box to Box
Mohamed Haj,2,Mediocampista Box to Box
Nahuel Estévez,0,Mediocampista Goleador
Simon Sohm,0,Mediocampista Goleador
Bryan Cristante,1,Mediocampista Lector de Juego
Enzo Le Fée,4,Mediocampista Pasador
Leandro Paredes,4,Mediocampista Pasador
Lorenzo Pellegrini,0,Mediocampista Goleador
Lucas Gourna-Douath,0,Mediocampista Goleador
Manu Koné,0,Mediocampista Goleador
Matìas Soulé,1,Mediocampista Lector de Juego
Niccolò Pisilli,2,Mediocampista Box to Box
Tommaso Baldanzi,0,Mediocampista Goleador
Adrien Tameze,5,Mediocampista Enganche
Cesare Casadei,2,Mediocampista Box to Box
Gvidas Gineitis,2,Mediocampista Box to Box
Ivan Ilić,4,Mediocampista Pasador
Karol Linetty,2,Mediocampista Box to Box
Nikola Vlašić,0,Mediocampista Goleador
Samuele Ricci,2,Mediocampista Box to Box
Yann Karamoh,2,Mediocampista Box to Box
Arthur Atta,3,Mediocampista Recuperador
Brenner,0,Mediocampista Goleador
Jesper Karlström,1,Mediocampista Lector de Juego
Jurgen Ekkelenkamp,2,Mediocampista Box to Box
Martín Payero,2,Mediocampista Box to Box
Oier Zarraga,2,Mediocampista Box to Box
Sandi Lovrić,2,Mediocampista Box to Box
Simone Pafundi,4,Mediocampista Pasador
Alfred Duncan,0,Mediocampista Goleador
Cheick Oumar Conde,2,Mediocampista Box to Box
Domen Črnigoj,3,Mediocampista Recuperador
Gianluca Busio,2,Mediocampista Box to Box
Hans Nicolussi Caviglia,1,Mediocampista Lector de Juego
Issa Doumbia,2,Mediocampista Box to Box
Kike Pérez,1,Mediocampista Lector de Juego
Magnus Kofod Andersen,0,Mediocampista Goleador
